'Status',No of Satellite,'HDop',Latitude,Longitude,Altitude,speed,'GCrs','Health'
3,13,0.93,39.3488112,-9.3206338,35.02,0.025,0,1
3,13,0.93,39.3488112,-9.3206337,35.04,0.045,0,1
3,13,0.93,39.3488112,-9.3206337,35.04,0.015,0,1
3,13,0.93,39.3488113,-9.3206335,35.06,0.056,0,1
3,13,0.93,39.3488113,-9.3206334,35.07,0.028,0,1
3,13,0.93,39.3488113,-9.3206333,35.09,0.011,0,1
4,13,0.93,39.3488113,-9.3206331,35.12,0.01,0,1
4,13,0.93,39.3488113,-9.320633,35.14,0.018,0,1
4,13,0.93,39.3488113,-9.3206328,35.16,0.012,0,1
4,13,0.93,39.3488113,-9.3206327,35.18,0.007,0,1
4,13,0.93,39.3488112,-9.3206325,35.19,0.051,0,1
4,13,0.93,39.3488111,-9.3206323,35.23,0.046,0,1
4,13,0.93,39.3488111,-9.3206321,35.25,0.025,0,1
4,13,0.93,39.3488111,-9.3206319,35.28,0.017,0,1
4,13,0.93,39.3488111,-9.3206316,35.33,0.031,0,1
4,13,0.93,39.3488111,-9.3206315,35.36,0.01,0,1
4,13,0.93,39.3488111,-9.3206313,35.39,0.014,0,1
4,13,0.93,39.348811,-9.3206311,35.42,0.012,0,1
4,13,0.93,39.348811,-9.3206309,35.44,0.031,0,1
4,13,0.93,39.348811,-9.3206308,35.48,0.036,0,1
4,13,0.93,39.3488111,-9.3206306,35.51,0.026,0,1
4,13,0.93,39.3488111,-9.3206305,35.54,0.027,0,1
4,13,0.93,39.3488111,-9.3206304,35.57,0.027,0,1
4,13,0.93,39.348811,-9.3206303,35.6,0.016,0,1
4,13,0.93,39.348811,-9.3206301,35.63,0.03,0,1
4,13,0.93,39.348811,-9.3206299,35.67,0.031,0,1
4,13,0.93,39.3488111,-9.3206297,35.71,0.014,0,1
4,13,0.93,39.348811,-9.3206296,35.73,0.029,0,1
4,13,0.93,39.348811,-9.3206295,35.75,0.038,0,1
4,13,0.93,39.3488109,-9.3206293,35.78,0.028,0,1
4,13,0.93,39.3488109,-9.3206293,35.8,0.029,0,1
4,13,0.93,39.3488108,-9.320629,35.85,0.028,0,1
4,13,0.93,39.3488108,-9.3206289,35.87,0.003,0,1
4,13,0.93,39.3488107,-9.3206288,35.9,0.031,0,1
4,13,0.93,39.3488106,-9.3206286,35.95,0.023,0,1
4,13,0.93,39.3488106,-9.3206285,35.97,0.019,0,1
4,13,0.93,39.3488105,-9.3206283,36,0.026,0,1
4,13,0.93,39.3488105,-9.3206282,36.01,0.03,0,1
4,13,0.93,39.3488104,-9.3206282,36.02,0.035,0,1
4,13,0.93,39.3488103,-9.3206281,36.04,0.062,0,1
4,13,0.93,39.3488103,-9.3206281,36.05,0.023,0,1
4,13,0.93,39.3488103,-9.320628,36.06,0.022,0,1
4,13,0.93,39.3488103,-9.320628,36.08,0.024,0,1
4,13,0.93,39.3488103,-9.3206278,36.1,0.02,0,1
4,13,0.93,39.3488102,-9.3206277,36.11,0.029,0,1
4,13,0.93,39.3488102,-9.3206276,36.14,0.024,0,1
4,13,0.93,39.3488101,-9.3206274,36.16,0.025,0,1
4,13,0.93,39.34881,-9.3206274,36.17,0.059,0,1
4,13,0.93,39.3488099,-9.3206273,36.18,0.026,0,1
4,13,0.93,39.3488099,-9.3206272,36.2,0.047,0,1
4,13,0.93,39.3488098,-9.3206272,36.2,0.004,0,1
4,13,0.93,39.3488098,-9.3206271,36.22,0.029,0,1
4,13,0.93,39.3488097,-9.320627,36.22,0.021,0,1
4,13,0.93,39.3488097,-9.3206269,36.24,0.018,0,1
4,13,0.93,39.3488097,-9.3206268,36.26,0.018,0,1
4,13,0.93,39.3488096,-9.3206267,36.28,0.027,0,1
4,13,0.93,39.3488096,-9.3206266,36.28,0.006,0,1
4,13,0.93,39.3488096,-9.3206265,36.29,0.047,0,1
4,13,0.93,39.3488095,-9.3206264,36.29,0.045,0,1
4,13,0.93,39.3488096,-9.3206262,36.3,0.021,0,1
4,13,0.93,39.3488095,-9.3206261,36.3,0.05,0,1
4,13,0.93,39.3488095,-9.320626,36.32,0.03,0,1
4,13,0.93,39.3488095,-9.3206258,36.34,0.06,0,1
4,13,0.93,39.3488094,-9.3206258,36.35,0.015,0,1
4,13,0.93,39.3488094,-9.3206257,36.37,0.03,0,1
4,13,0.93,39.3488094,-9.3206256,36.38,0.027,0,1
4,13,0.93,39.3488093,-9.3206256,36.37,0.008,0,1
4,13,0.93,39.3488093,-9.3206254,36.38,0.017,0,1
4,13,0.93,39.3488092,-9.3206253,36.38,0.013,0,1
4,13,0.93,39.3488091,-9.3206252,36.39,0.035,0,1
4,13,0.93,39.348809,-9.3206252,36.38,0.028,0,1
4,13,0.93,39.348809,-9.3206251,36.39,0.018,0,1
4,13,0.93,39.3488089,-9.320625,36.4,0.005,0,1
4,13,0.93,39.3488089,-9.3206249,36.4,0.026,0,1
4,13,0.93,39.3488088,-9.3206248,36.41,0.032,0,1
4,13,0.93,39.3488088,-9.3206248,36.41,0.027,0,1
4,13,0.93,39.3488087,-9.3206248,36.42,0.024,0,1
4,13,0.93,39.3488087,-9.3206247,36.42,0.014,0,1
4,13,0.93,39.3488086,-9.3206247,36.42,0.031,0,1
4,13,0.93,39.3488085,-9.3206246,36.4,0.033,0,1
4,13,0.93,39.3488084,-9.3206245,36.42,0.041,0,1
4,13,0.93,39.3488083,-9.3206246,36.42,0.027,0,1
4,13,0.93,39.3488082,-9.3206245,36.42,0.018,0,1
4,13,0.93,39.3488082,-9.3206245,36.41,0.039,0,1
4,13,0.93,39.3488081,-9.3206245,36.41,0.018,0,1
4,13,0.93,39.3488081,-9.3206244,36.41,0.007,0,1
4,13,0.93,39.348808,-9.3206243,36.41,0.029,0,1
4,13,0.93,39.3488079,-9.3206242,36.41,0.017,0,1
4,13,0.93,39.3488078,-9.3206241,36.41,0.068,0,1
4,13,0.93,39.3488077,-9.3206241,36.4,0.048,0,1
4,13,0.93,39.3488077,-9.320624,36.39,0.015,0,1
4,13,0.93,39.3488077,-9.3206239,36.4,0.051,0,1
4,13,0.93,39.3488077,-9.3206238,36.41,0.049,0,1
4,13,0.93,39.3488077,-9.3206237,36.43,0.026,0,1
4,13,0.93,39.3488076,-9.3206236,36.44,0.006,0,1
4,13,0.93,39.3488076,-9.3206235,36.44,0.016,0,1
4,13,0.93,39.3488075,-9.3206233,36.46,0.024,0,1
4,13,0.93,39.3488075,-9.3206232,36.47,0.022,0,1
4,13,0.93,39.3488074,-9.320623,36.48,0.007,0,1
4,13,0.93,39.3488074,-9.3206229,36.48,0.021,0,1
4,13,0.93,39.3488073,-9.3206227,36.49,0.036,0,1
4,13,0.93,39.3488073,-9.3206225,36.51,0.043,0,1
4,13,0.93,39.3488071,-9.3206224,36.52,0.04,0,1
4,13,0.93,39.348807,-9.3206224,36.51,0.013,0,1
4,13,0.93,39.3488069,-9.3206223,36.51,0.016,0,1
4,13,0.93,39.3488068,-9.3206222,36.52,0.007,0,1
4,13,0.93,39.3488066,-9.3206221,36.42,0.019,0,1
4,13,0.93,39.3488065,-9.3206219,36.36,0.027,0,1
4,13,0.93,39.3488062,-9.3206219,36.29,0.067,0,1
4,13,0.93,39.3488059,-9.3206219,36.21,0.007,0,1
4,13,0.93,39.3488056,-9.3206219,36.14,0.026,0,1
4,13,0.93,39.3488054,-9.3206219,36.09,0.011,0,1
4,13,0.93,39.3488051,-9.3206219,36.05,0.035,0,1
4,13,0.93,39.3488048,-9.3206221,36,0.024,0,1
4,13,0.93,39.3488045,-9.320622,35.97,0.017,0,1
4,13,0.93,39.3488043,-9.320622,35.94,0.015,0,1
4,13,0.93,39.348804,-9.320622,35.91,0.034,0,1
4,13,0.93,39.3488036,-9.320622,35.87,0.009000001,0,1
4,13,0.93,39.3488033,-9.3206219,35.83,0.017,0,1
4,13,0.93,39.348803,-9.3206218,35.8,0.026,0,1
4,13,0.93,39.3488027,-9.3206218,35.77,0.042,0,1
4,13,0.93,39.3488025,-9.3206217,35.76,0.023,0,1
4,13,0.93,39.3488022,-9.3206218,35.72,0.019,0,1
4,13,0.93,39.348802,-9.3206218,35.71,0.035,0,1
4,13,0.93,39.3488018,-9.3206219,35.7,0.046,0,1
4,13,0.93,39.3488016,-9.3206219,35.7,0.015,0,1
4,13,0.93,39.3488014,-9.3206219,35.7,0.053,0,1
4,13,0.93,39.3488012,-9.3206219,35.68,0.018,0,1
4,13,0.93,39.348801,-9.3206219,35.67,0.032,0,1
4,13,0.93,39.3488008,-9.3206219,35.66,0.025,0,1
4,13,0.93,39.3488006,-9.3206218,35.65,0.031,0,1
4,13,0.93,39.3488004,-9.3206218,35.62,0.029,0,1
4,13,0.93,39.3488001,-9.3206218,35.59,0.039,0,1
4,13,0.93,39.3487999,-9.3206217,35.57,0.029,0,1
4,13,0.93,39.3487996,-9.3206217,35.55,0.029,0,1
4,13,0.93,39.3487993,-9.3206216,35.52,0.025,0,1
4,13,0.93,39.3487991,-9.3206215,35.52,0.011,0,1
4,13,0.93,39.3487989,-9.3206214,35.5,0.043,0,1
4,13,0.93,39.3487987,-9.3206213,35.48,0.045,0,1
4,13,0.93,39.3487985,-9.3206213,35.48,0.074,0,1
4,13,0.93,39.3487982,-9.3206213,35.45,0.032,0,0
4,13,0.93,39.3487982,-9.3206213,35.44,0.017,0,0
4,13,0.93,39.348798,-9.3206213,35.43,0.027,0,0
4,13,0.93,39.3487979,-9.3206212,35.42,0.04,0,0
4,13,0.93,39.3487979,-9.3206213,35.41,0.038,0,0
4,13,0.93,39.3487977,-9.3206213,35.39,0.066,0,0
4,13,0.93,39.3487976,-9.3206209,35.38,0.034,0,0
4,13,0.93,39.3487976,-9.3206206,35.36,0.013,0,0
4,13,0.93,39.3487974,-9.3206202,35.34,0.026,0,0
4,13,0.93,39.3487974,-9.3206199,35.34,0.027,0,0
4,13,0.93,39.3487973,-9.3206196,35.32,0.039,0,0
4,13,0.93,39.3487972,-9.3206194,35.31,0.008,0,0
4,13,0.93,39.3487972,-9.3206192,35.28,0.023,0,0
4,13,0.93,39.3487971,-9.320619,35.26,0.034,0,0
4,13,0.93,39.348797,-9.3206187,35.24,0.06,0,0
4,13,0.93,39.348797,-9.3206184,35.23,0.029,0,0
4,13,0.93,39.348797,-9.3206181,35.21,0.041,0,0
4,13,0.93,39.348797,-9.3206179,35.19,0.02,0,0
4,13,0.93,39.348797,-9.3206177,35.18,0.011,0,0
4,13,0.93,39.3487969,-9.3206175,35.16,0.026,0,0
4,13,0.93,39.3487969,-9.3206172,35.16,0.021,0,0
4,13,0.93,39.3487969,-9.320617,35.14,0.024,0,0
4,13,0.93,39.3487968,-9.3206168,35.11,0.044,0,0
4,13,0.93,39.3487968,-9.3206166,35.09,0.025,0,0
4,13,0.93,39.3487967,-9.3206165,35.08,0.035,0,0
4,13,0.93,39.3487966,-9.3206165,35.05,0.011,0,0
4,13,0.93,39.3487965,-9.3206164,35.03,0.021,0,0
4,13,0.93,39.3487964,-9.3206163,34.99,0.032,0,0
4,13,0.93,39.3487963,-9.3206162,34.98,0.024,0,0
4,13,0.93,39.3487962,-9.320616,34.97,0.009000001,0,0
4,13,0.93,39.3487962,-9.3206159,34.93,0.027,0,0
4,13,0.93,39.3487961,-9.3206158,34.92,0.007,0,0
4,13,0.93,39.348796,-9.3206156,34.92,0.036,0,0
4,13,0.93,39.348796,-9.3206155,34.91,0.008,0,0
4,13,0.93,39.3487959,-9.3206153,34.91,0.014,0,0
4,13,0.93,39.3487958,-9.3206153,34.89,0.003,0,0
4,13,0.93,39.3487957,-9.3206151,34.9,0.021,0,0
4,13,0.93,39.3487956,-9.3206151,34.87,0.024,0,0
4,13,0.93,39.3487955,-9.3206151,34.82,0.029,0,0
4,13,0.93,39.3487954,-9.3206151,34.79,0.056,0,0
4,13,0.93,39.3487953,-9.3206151,34.75,0.048,0,0
4,13,0.93,39.3487952,-9.3206152,34.71,0.017,0,0
4,13,0.93,39.3487951,-9.3206152,34.68,0.022,0,0
4,13,0.93,39.3487949,-9.3206151,34.66,0.032,0,0
4,13,0.93,39.3487948,-9.320615,34.65,0.025,0,0
4,13,0.93,39.3487947,-9.320615,34.63,0.022,0,0
4,13,0.93,39.3487946,-9.3206149,34.62,0.017,0,0
4,13,0.93,39.3487945,-9.3206148,34.61,0.023,0,0
4,13,0.93,39.3487944,-9.3206148,34.6,0.068,0,0
4,13,0.93,39.3487943,-9.3206147,34.57,0.008,0,0
4,13,0.93,39.3487942,-9.3206147,34.54,0.026,0,0
4,13,0.93,39.3487942,-9.3206146,34.53,0.035,0,0
4,13,0.93,39.3487941,-9.3206147,34.51,0.008,0,0
4,13,0.93,39.3487941,-9.3206146,34.5,0.008,0,0
4,13,0.93,39.348794,-9.3206146,34.48,0.013,0,0
4,13,0.93,39.3487939,-9.3206145,34.47,0.033,0,0
4,13,0.93,39.3487938,-9.3206145,34.46,0.021,0,0
4,13,0.93,39.3487937,-9.3206144,34.44,0.039,0,0
4,13,0.93,39.3487936,-9.3206143,34.42,0.011,0,0
4,13,0.93,39.3487935,-9.3206142,34.42,0.014,0,0
4,13,0.93,39.3487934,-9.3206141,34.42,0.026,0,0
4,13,0.93,39.3487933,-9.3206141,34.4,0.03,0,0
4,13,0.93,39.3487931,-9.3206142,34.37,0.027,0,0
4,13,0.93,39.348793,-9.3206143,34.33,0.024,0,0
4,13,0.93,39.3487929,-9.3206144,34.3,0.034,0,0
4,13,0.93,39.3487927,-9.3206144,34.26,0.017,0,0
4,13,0.93,39.3487927,-9.3206144,34.25,0.035,0,0
4,13,0.93,39.3487926,-9.3206144,34.23,0.019,0,0
4,13,0.93,39.3487925,-9.3206144,34.22,0.029,0,0
4,13,0.93,39.3487923,-9.3206145,34.21,0.017,0,0
4,13,0.93,39.3487922,-9.3206145,34.19,0.009000001,0,0
4,13,0.93,39.3487921,-9.3206146,34.17,0.013,0,0
4,13,0.93,39.3487919,-9.3206146,34.15,0.019,0,0
4,13,0.93,39.3487918,-9.3206146,34.13,0.006,0,0
4,13,0.93,39.3487916,-9.3206148,34.1,0.03,0,0
4,13,0.93,39.3487915,-9.3206149,34.07,0.012,0,0
4,13,0.93,39.3487913,-9.320615,34.05,0.016,0,0
4,13,0.93,39.3487912,-9.320615,34.03,0.012,0,0
4,13,0.93,39.3487911,-9.3206151,34,0.057,0,0
4,13,0.93,39.348791,-9.3206151,33.98,0.015,0,0
4,13,0.93,39.348791,-9.3206151,33.98,0.023,0,0
4,13,0.93,39.3487909,-9.3206151,33.96,0.026,0,0
4,13,0.93,39.3487908,-9.3206151,33.94,0.01,0,0
4,13,0.93,39.3487907,-9.3206151,33.91,0.032,0,0
4,13,0.93,39.3487907,-9.3206151,33.9,0.015,0,0
4,13,0.93,39.3487906,-9.3206151,33.88,0.056,0,0
4,13,0.93,39.3487905,-9.320615,33.87,0.007,0,0
4,13,0.93,39.3487904,-9.3206151,33.83,0.014,0,0
4,13,0.93,39.3487903,-9.3206151,33.81,0.023,0,0
4,13,0.93,39.3487902,-9.3206151,33.79,0.032,0,0
4,13,0.93,39.3487902,-9.320615,33.78,0.06500001,0,0
4,13,0.93,39.3487901,-9.320615,33.76,0.041,0,0
4,13,0.93,39.34879,-9.320615,33.74,0.008,0,0
4,13,0.93,39.3487899,-9.320615,33.73,0.035,0,0
4,13,0.93,39.3487898,-9.320615,33.72,0.023,0,0
4,13,0.93,39.3487898,-9.320615,33.7,0.022,0,0
4,13,0.93,39.3487897,-9.320615,33.68,0.019,0,0
4,13,0.93,39.3487897,-9.320615,33.66,0.019,0,0
4,13,0.93,39.3487896,-9.320615,33.64,0.059,0,0
4,13,0.93,39.3487896,-9.3206151,33.62,0.044,0,0
