'Status',No of Satellite,'HDop',Latitude,Longitude,Altitude,speed,'GCrs','Health'
4,16,0.67,39.3488117,-9.3205981,38.74,0.039,0,0
4,16,0.67,39.3488118,-9.3205981,38.75,0.008,0,0
4,16,0.67,39.3488119,-9.3205981,38.77,0.019,0,0
4,16,0.67,39.348812,-9.3205981,38.78,0.007,0,0
4,16,0.67,39.348812,-9.3205981,38.81,0.012,0,0
4,16,0.67,39.3488121,-9.3205981,38.84,0.012,0,0
4,16,0.67,39.3488122,-9.3205981,38.86,0.032,0,0
4,16,0.67,39.3488122,-9.3205981,38.9,0.008,0,0
4,16,0.67,39.3488123,-9.320598,38.93,0.039,0,0
4,16,0.67,39.3488124,-9.3205979,38.95,0.02,0,0
4,16,0.67,39.3488124,-9.3205979,38.97,0.014,0,0
4,16,0.67,39.3488125,-9.320598,38.98,0.032,0,0
4,16,0.67,39.3488126,-9.3205979,39.02,0.014,0,0
4,16,0.67,39.3488127,-9.3205979,39.03,0.017,0,0
4,16,0.67,39.3488127,-9.3205979,39.03,0.012,0,0
4,16,0.67,39.3488128,-9.3205979,39.04,0.022,0,0
4,16,0.67,39.3488128,-9.320598,39.05,0.042,0,0
4,16,0.67,39.3488128,-9.320598,39.08,0.017,0,0
4,16,0.67,39.3488128,-9.3205979,39.11,0.022,0,0
4,16,0.67,39.3488129,-9.320598,39.13,0.008,0,0
4,16,0.67,39.348813,-9.320598,39.13,0.027,0,0
4,16,0.67,39.3488131,-9.3205981,39.13,0.028,0,0
4,16,0.67,39.3488131,-9.3205982,39.15,0.029,0,0
4,16,0.67,39.3488132,-9.3205982,39.15,0.017,0,0
4,16,0.67,39.3488133,-9.3205983,39.16,0.012,0,0
4,16,0.67,39.3488133,-9.3205984,39.16,0.021,0,0
4,16,0.67,39.3488134,-9.3205985,39.17,0.027,0,0
4,16,0.67,39.3488134,-9.3205985,39.19,0.011,0,0
4,16,0.67,39.3488135,-9.3205986,39.18,0.003,0,0
4,16,0.67,39.3488135,-9.3205986,39.2,0.01,0,0
4,16,0.67,39.3488135,-9.3205986,39.22,0.012,0,0
4,16,0.67,39.3488136,-9.3205987,39.25,0.048,0,0
4,16,0.67,39.3488135,-9.3205987,39.27,0.036,0,0
4,16,0.67,39.3488135,-9.3205986,39.3,0.024,0,0
4,16,0.67,39.3488136,-9.3205986,39.32,0.05,0,0
4,16,0.67,39.3488137,-9.3205986,39.34,0.003,0,0
4,16,0.67,39.3488137,-9.3205986,39.35,0.019,0,0
4,16,0.67,39.3488138,-9.3205986,39.38,0.036,0,0
4,16,0.67,39.3488138,-9.3205986,39.41,0.046,0,0
4,16,0.67,39.3488138,-9.3205986,39.41,0.032,0,0
4,16,0.67,39.3488138,-9.3205986,39.42,0.011,0,0
4,16,0.67,39.3488138,-9.3205986,39.45,0.024,0,0
4,16,0.67,39.3488139,-9.3205986,39.48,0.014,0,0
4,16,0.67,39.348814,-9.3205986,39.49,0.04,0,0
4,16,0.67,39.348814,-9.3205986,39.5,0.032,0,0
4,16,0.67,39.3488141,-9.3205987,39.51,0.015,0,0
4,16,0.67,39.3488141,-9.3205987,39.53,0.018,0,0
4,16,0.67,39.348814,-9.3205988,39.55,0.042,0,0
4,16,0.67,39.348814,-9.3205989,39.57,0.019,0,0
4,16,0.67,39.3488141,-9.320599,39.6,0.015,0,0
4,16,0.67,39.3488141,-9.320599,39.61,0.008,0,0
4,16,0.67,39.3488142,-9.3205991,39.62,0.009000001,0,0
4,16,0.67,39.3488142,-9.3205991,39.63,0.027,0,0
4,16,0.67,39.3488143,-9.3205991,39.67,0.035,0,0
4,16,0.67,39.3488144,-9.3205991,39.69,0.037,0,0
4,16,0.67,39.3488144,-9.3205991,39.72,0.043,0,0
4,16,0.67,39.3488144,-9.3205992,39.73,0.062,0,0
4,16,0.67,39.3488144,-9.3205994,39.75,0.018,0,0
4,16,0.67,39.3488144,-9.3205995,39.74,0.032,0,0
4,16,0.67,39.3488144,-9.3205996,39.72,0.023,0,0
4,16,0.67,39.3488144,-9.3205997,39.73,0.027,0,0
4,16,0.67,39.3488145,-9.3205999,39.72,0.003,0,0
4,16,0.67,39.3488145,-9.3206,39.71,0.009000001,0,0
4,16,0.67,39.3488146,-9.3206001,39.71,0.015,0,0
4,16,0.67,39.3488147,-9.3206003,39.69,0.029,0,0
4,16,0.67,39.3488147,-9.3206005,39.69,0.056,0,0
4,16,0.67,39.3488148,-9.3206006,39.67,0.018,0,0
4,16,0.67,39.3488149,-9.3206007,39.65,0.026,0,0
4,16,0.67,39.348815,-9.3206008,39.64,0.014,0,0
4,16,0.67,39.3488151,-9.3206008,39.64,0.02,0,0
4,16,0.67,39.3488152,-9.3206009,39.65,0.027,0,0
4,16,0.67,39.3488153,-9.3206009,39.65,0.014,0,0
4,16,0.67,39.3488154,-9.3206009,39.66,0.032,0,0
4,16,0.67,39.3488156,-9.320601,39.69,0.044,0,0
4,16,0.67,39.3488156,-9.3206011,39.69,0.032,0,0
4,16,0.67,39.3488157,-9.320601,39.7,0.016,0,0
4,16,0.67,39.3488158,-9.320601,39.72,0.012,0,0
4,16,0.67,39.3488159,-9.3206009,39.74,0.028,0,0
4,16,0.67,39.348816,-9.3206009,39.76,0.004,0,0
4,16,0.67,39.348816,-9.3206009,39.76,0.032,0,0
4,16,0.67,39.3488161,-9.3206009,39.77,0.015,0,0
4,16,0.67,39.3488161,-9.3206009,39.81,0.003,0,0
4,16,0.67,39.3488162,-9.3206009,39.85,0.025,0,0
4,16,0.67,39.3488162,-9.3206008,39.88,0.029,0,0
4,16,0.67,39.3488163,-9.3206007,39.93,0.031,0,0
4,16,0.67,39.3488164,-9.3206006,39.96,0.014,0,0
4,16,0.67,39.3488165,-9.3206006,39.98,0.03,0,0
4,16,0.67,39.3488167,-9.3206005,40.01,0.018,0,0
4,16,0.67,39.3488169,-9.3206002,40.02,0.011,0,0
4,16,0.67,39.3488172,-9.3205996,40.01,0.021,0,0
4,16,0.67,39.3488175,-9.3205992,40.01,0.005,0,0
4,16,0.67,39.3488177,-9.3205989,40.02,0.039,0,0
4,16,0.67,39.348818,-9.3205982,40.03,0.032,0,0
4,16,0.67,39.3488184,-9.3205976,40.02,0.03,0,0
4,16,0.67,39.3488188,-9.320597,40.01,0.003,0,0
4,16,0.67,39.3488191,-9.3205965,39.99,0.003,0,0
4,16,0.67,39.3488195,-9.3205959,39.99,0.039,0,1
4,16,0.67,39.3488198,-9.3205955,39.98,0.028,0,1
4,16,0.67,39.3488202,-9.320595,39.99,0.062,0,1
4,16,0.67,39.3488205,-9.3205945,39.99,0.003,0,1
4,16,0.67,39.3488207,-9.3205944,39.99,0.02,0,1
4,16,0.67,39.3488209,-9.3205941,40,0.02,0,1
4,16,0.67,39.3488211,-9.3205939,40.03,0.016,0,1
4,16,0.67,39.3488212,-9.3205939,40.04,0.037,0,1
4,16,0.67,39.3488214,-9.3205937,40.06,0.022,0,1
4,16,0.67,39.3488215,-9.3205937,40.07,0.013,0,1
4,16,0.67,39.3488216,-9.3205937,40.08,0.008,0,1
4,16,0.67,39.3488218,-9.3205937,40.12,0.037,0,1
4,16,0.67,39.348822,-9.3205936,40.16,0.018,0,1
4,16,0.67,39.3488222,-9.3205935,40.15,0.005,0,1
4,16,0.67,39.3488224,-9.3205933,40.15,0.027,0,1
4,16,0.67,39.3488226,-9.3205933,40.18,0.026,0,1
4,16,0.67,39.3488229,-9.3205932,40.2,0.007,0,1
4,16,0.67,39.3488232,-9.3205931,40.23,0.009000001,0,1
4,16,0.67,39.3488234,-9.3205929,40.28,0.014,0,1
4,16,0.67,39.3488237,-9.3205927,40.3,0.002,0,1
4,16,0.67,39.348824,-9.3205925,40.32,0.023,0,1
4,16,0.67,39.3488243,-9.3205922,40.37,0.026,0,1
4,16,0.67,39.3488245,-9.320592,40.41,0.009000001,0,1
4,16,0.67,39.3488248,-9.3205917,40.45,0.006,0,1
4,16,0.67,39.3488251,-9.3205914,40.49,0.002,0,1
4,16,0.67,39.3488254,-9.3205912,40.51,0.012,0,1
4,16,0.67,39.3488256,-9.3205909,40.53,0.027,0,1
4,16,0.67,39.3488259,-9.3205907,40.55,0.038,0,1
4,16,0.67,39.3488262,-9.3205906,40.55,0.024,0,1
4,16,0.67,39.3488265,-9.3205904,40.57,0.011,0,1
4,16,0.67,39.3488267,-9.3205901,40.59,0.042,0,1
4,16,0.67,39.3488269,-9.3205899,40.59,0.017,0,1
4,16,0.67,39.3488272,-9.3205897,40.61,0.036,0,1
4,16,0.67,39.3488274,-9.3205896,40.63,0.02,0,1
4,16,0.67,39.3488277,-9.3205894,40.64,0.037,0,1
4,16,0.67,39.3488279,-9.3205892,40.67,0.001,0,1
4,16,0.67,39.3488282,-9.320589,40.68,0.03,0,1
4,16,0.67,39.3488284,-9.3205888,40.71,0.006,0,1
4,16,0.67,39.3488286,-9.3205886,40.73,0.01,0,1
4,16,0.67,39.3488287,-9.3205885,40.74,0.004,0,1
4,16,0.67,39.3488289,-9.3205884,40.75,0.006,0,1
4,16,0.67,39.3488291,-9.3205883,40.77,0.02,0,1
4,16,0.67,39.3488294,-9.3205882,40.78,0.011,0,1
4,16,0.67,39.3488296,-9.320588,40.8,0.023,0,1
4,16,0.67,39.3488298,-9.3205879,40.81,0.025,0,1
4,16,0.67,39.34883,-9.3205878,40.81,0.049,0,1
4,16,0.67,39.3488302,-9.3205877,40.85,0.008,0,1
4,16,0.67,39.3488303,-9.3205876,40.85,0.052,0,1
4,16,0.67,39.3488304,-9.3205875,40.88,0.031,0,1
4,16,0.67,39.3488306,-9.3205874,40.88,0.005,0,1
4,16,0.67,39.3488307,-9.3205873,40.89,0.026,0,1
4,16,0.67,39.3488308,-9.3205872,40.91,0.007,0,1
4,16,0.67,39.3488309,-9.3205872,40.94,0.017,0,1
4,16,0.67,39.348831,-9.3205872,40.98,0.011,0,1
4,16,0.67,39.3488311,-9.3205872,41,0.032,0,1
4,16,0.67,39.3488312,-9.3205872,41.03,0.012,0,1
4,16,0.67,39.3488313,-9.3205872,41.07,0.012,0,1
4,16,0.67,39.3488314,-9.3205872,41.13,0.03,0,1
4,16,0.67,39.3488315,-9.3205872,41.17,0.01,0,1
4,16,0.67,39.3488318,-9.3205872,41.22,0.008,0,1
4,16,0.67,39.348832,-9.3205871,41.26,0.014,0,1
4,16,0.67,39.3488322,-9.3205871,41.31,0.019,0,1
4,16,0.67,39.3488324,-9.320587,41.35,0.02,0,1
4,16,0.67,39.3488326,-9.3205868,41.39,0.041,0,1
4,16,0.67,39.3488329,-9.3205867,41.44,0.018,0,1
4,16,0.67,39.3488331,-9.3205865,41.52,0.022,0,1
4,16,0.67,39.3488333,-9.3205865,41.55,0.003,0,1
4,16,0.67,39.3488335,-9.3205864,41.6,0.038,0,1
4,16,0.67,39.3488337,-9.3205862,41.65,0.019,0,1
4,16,0.67,39.3488339,-9.320586,41.71,0.017,0,1
4,16,0.67,39.348834,-9.3205859,41.74,0.048,0,1
4,16,0.67,39.3488342,-9.3205859,41.78,0.017,0,1
4,16,0.67,39.3488344,-9.3205857,41.8,0.024,0,1
4,16,0.67,39.3488346,-9.3205855,41.84,0.041,0,1
4,16,0.67,39.3488347,-9.3205853,41.89,0.035,0,1
4,16,0.67,39.3488349,-9.3205851,41.92,0.019,0,1
4,16,0.67,39.348835,-9.3205849,41.95,0.018,0,1
4,16,0.67,39.3488352,-9.3205848,41.97,0.014,0,1
4,16,0.67,39.3488353,-9.3205847,42.01,0.005,0,1
4,16,0.67,39.3488355,-9.3205846,42.04,0.049,0,1
4,16,0.67,39.3488357,-9.3205844,42.07,0.006,0,1
4,16,0.67,39.3488358,-9.3205844,42.08,0.018,0,1
4,16,0.67,39.348836,-9.3205844,42.1,0.061,0,1
4,16,0.67,39.3488362,-9.3205843,42.13,0.03,0,1
4,16,0.67,39.3488363,-9.3205842,42.15,0.034,0,1
4,16,0.67,39.3488364,-9.3205843,42.16,0.018,0,1
4,16,0.67,39.3488365,-9.3205842,42.19,0.02,0,1
4,16,0.67,39.3488365,-9.3205841,42.22,0.02,0,1
4,16,0.67,39.3488366,-9.3205841,42.23,0.01,0,1
4,16,0.67,39.3488368,-9.320584,42.25,0.03,0,1
4,16,0.67,39.3488369,-9.3205839,42.26,0.03,0,1
4,16,0.67,39.3488371,-9.3205837,42.27,0.044,0,1
4,16,0.67,39.3488373,-9.3205835,42.29,0.017,0,1
4,16,0.67,39.3488374,-9.3205834,42.3,0.018,0,1
4,16,0.67,39.3488375,-9.3205833,42.3,0.032,0,1
4,16,0.67,39.3488377,-9.3205832,42.31,0.023,0,1
4,16,0.67,39.3488379,-9.3205831,42.3,0.06,0,1
4,16,0.67,39.3488381,-9.320583,42.32,0.007,0,1
4,16,0.67,39.3488382,-9.3205829,42.31,0.015,0,1
4,16,0.67,39.3488384,-9.3205828,42.34,0.03,0,1
4,16,0.67,39.3488386,-9.3205828,42.36,0.017,0,1
4,16,0.67,39.3488388,-9.3205826,42.4,0.037,0,1
4,16,0.67,39.348839,-9.3205826,42.43,0.027,0,1
4,16,0.67,39.3488392,-9.3205825,42.46,0.058,0,1
4,16,0.67,39.3488393,-9.3205824,42.46,0.015,0,1
4,16,0.67,39.3488394,-9.3205823,42.48,0.011,0,1
4,16,0.67,39.3488395,-9.3205822,42.48,0.046,0,1
4,16,0.67,39.3488395,-9.3205822,42.49,0.008,0,1
4,16,0.67,39.3488396,-9.3205822,42.51,0.028,0,1
4,16,0.67,39.3488397,-9.3205821,42.53,0.026,0,1
4,16,0.67,39.3488398,-9.320582,42.57,0.035,0,1
4,16,0.67,39.3488398,-9.3205819,42.6,0.005,0,1
4,16,0.67,39.3488399,-9.3205818,42.64,0.002,0,1
4,16,0.67,39.34884,-9.3205817,42.69,0.007,0,1
4,16,0.67,39.3488401,-9.3205815,42.73,0.01,0,1
4,16,0.67,39.3488401,-9.3205815,42.74,0.014,0,1
4,16,0.67,39.3488402,-9.3205814,42.77,0.016,0,1
4,16,0.67,39.3488402,-9.3205813,42.8,0.016,0,1
4,16,0.67,39.3488403,-9.3205811,42.84,0.009000001,0,1
4,16,0.67,39.3488403,-9.320581,42.87,0.005,0,1
4,16,0.67,39.3488404,-9.3205809,42.91,0.015,0,1
4,16,0.67,39.3488406,-9.3205807,42.97,0.038,0,1
4,16,0.67,39.3488407,-9.3205806,43.05,0.035,0,1
4,16,0.67,39.3488408,-9.3205806,43.11,0.016,0,1
4,16,0.67,39.3488409,-9.3205805,43.15,0.008,0,1
4,16,0.67,39.348841,-9.3205804,43.18,0.013,0,1
4,16,0.67,39.3488411,-9.3205804,43.19,0.016,0,1
4,16,0.67,39.3488412,-9.3205804,43.22,0.033,0,1
4,16,0.67,39.3488412,-9.3205803,43.24,0.004,0,1
4,16,0.67,39.3488413,-9.3205802,43.26,0.039,0,1
4,16,0.67,39.3488414,-9.32058,43.3,0.029,0,1
4,16,0.67,39.3488415,-9.32058,43.34,0.023,0,1
4,16,0.67,39.3488416,-9.3205799,43.38,0.015,0,1
4,16,0.67,39.3488417,-9.3205798,43.43,0.013,0,1
4,16,0.67,39.3488418,-9.3205797,43.45,0.011,0,1
4,16,0.67,39.3488419,-9.3205796,43.47,0.033,0,1
4,16,0.67,39.3488419,-9.3205792,43.52,0.052,0,1
4,16,0.67,39.3488419,-9.320579,43.53,0.004,0,1
4,16,0.67,39.3488419,-9.3205789,43.54,0.011,0,1
4,16,0.67,39.348842,-9.3205788,43.56,0.024,0,1
4,16,0.67,39.348842,-9.3205787,43.57,0.027,0,1
4,16,0.67,39.3488421,-9.3205785,43.58,0.011,0,1
4,16,0.67,39.3488421,-9.3205783,43.61,0.015,0,1
4,16,0.67,39.3488422,-9.3205781,43.63,0.042,0,1
4,16,0.67,39.3488423,-9.320578,43.65,0.018,0,1
4,16,0.67,39.3488423,-9.3205778,43.67,0.009000001,0,1
4,16,0.67,39.3488423,-9.3205776,43.69,0.009000001,0,1
4,16,0.67,39.3488423,-9.3205774,43.7,0.024,0,1
4,16,0.67,39.3488423,-9.3205773,43.71,0.023,0,1
4,16,0.67,39.3488424,-9.3205772,43.7,0.019,0,1
4,16,0.67,39.3488424,-9.320577,43.69,0.021,0,1
4,16,0.67,39.3488424,-9.3205768,43.71,0.003,0,1
4,16,0.67,39.3488424,-9.3205767,43.72,0.017,0,1
4,16,0.67,39.3488425,-9.3205766,43.72,0.018,0,1
4,16,0.67,39.3488425,-9.3205765,43.72,0.02,0,1
4,16,0.67,39.3488424,-9.3205764,43.74,0.023,0,1
4,16,0.67,39.3488423,-9.3205763,43.74,0.014,0,1
4,16,0.67,39.3488423,-9.3205763,43.76,0.015,0,1
4,16,0.67,39.3488423,-9.3205762,43.76,0.018,0,1
4,16,0.67,39.3488422,-9.3205762,43.73,0.016,0,1
4,16,0.67,39.3488423,-9.3205761,43.73,0.031,0,1
4,16,0.67,39.3488423,-9.3205761,43.73,0.014,0,1
4,16,0.67,39.3488423,-9.3205761,43.72,0.02,0,1
4,16,0.67,39.3488423,-9.3205761,43.73,0.032,0,1
4,16,0.67,39.3488422,-9.320576,43.77,0.007,0,1
4,16,0.67,39.3488422,-9.3205759,43.79,0.039,0,1
4,16,0.67,39.3488421,-9.3205757,43.82,0.04,0,1
4,16,0.67,39.348842,-9.3205755,43.84,0.026,0,1
4,16,0.67,39.348842,-9.3205754,43.86,0.032,0,1
4,16,0.67,39.348842,-9.3205754,43.87,0.027,0,1
4,16,0.67,39.3488419,-9.3205753,43.89,0.014,0,1
4,16,0.67,39.3488417,-9.3205752,43.9,0.013,0,1
4,16,0.67,39.3488417,-9.3205753,43.89,0.013,0,1
4,16,0.67,39.3488416,-9.3205753,43.89,0.004,0,1
4,16,0.67,39.3488416,-9.3205752,43.9,0.034,0,1
4,16,0.67,39.3488415,-9.3205752,43.9,0.024,0,1
4,16,0.67,39.3488414,-9.3205752,43.89,0.021,0,1
4,16,0.67,39.3488414,-9.3205753,43.88,0.014,0,1
4,16,0.67,39.3488413,-9.3205753,43.87,0.011,0,1
4,16,0.67,39.3488412,-9.3205753,43.85,0.013,0,1
4,16,0.67,39.3488412,-9.3205754,43.85,0.004,0,1
4,16,0.67,39.3488411,-9.3205754,43.86,0.018,0,1
4,16,0.67,39.348841,-9.3205754,43.85,0.007,0,1
4,16,0.67,39.348841,-9.3205755,43.84,0.025,0,1
4,16,0.67,39.348841,-9.3205755,43.83,0.041,0,1
4,16,0.67,39.348841,-9.3205756,43.81,0.012,0,1
4,16,0.67,39.3488409,-9.3205757,43.78,0.005,0,1
4,16,0.67,39.3488409,-9.3205757,43.77,0.003,0,1
4,16,0.67,39.3488409,-9.3205758,43.76,0.01,0,1
4,16,0.67,39.3488409,-9.3205758,43.74,0.006,0,1
4,16,0.67,39.3488409,-9.3205758,43.75,0.017,0,1
4,16,0.67,39.3488409,-9.3205758,43.77,0.014,0,1
4,16,0.67,39.348841,-9.3205758,43.79,0.02,0,1
4,16,0.67,39.348841,-9.3205758,43.78,0.024,0,1
4,16,0.67,39.348841,-9.3205757,43.8,0.025,0,1
4,16,0.67,39.348841,-9.3205756,43.81,0.027,0,1
4,16,0.67,39.3488411,-9.3205756,43.81,0.03,0,1
4,16,0.67,39.3488411,-9.3205756,43.81,0.029,0,1
4,16,0.67,39.348841,-9.3205756,43.8,0.032,0,1
4,16,0.67,39.348841,-9.3205755,43.8,0.019,0,1
4,16,0.67,39.3488409,-9.3205755,43.79,0.017,0,1
4,16,0.67,39.3488409,-9.3205755,43.78,0.025,0,1
4,16,0.67,39.3488408,-9.3205754,43.77,0.019,0,1
4,16,0.67,39.3488407,-9.3205752,43.76,0.014,0,1
4,16,0.67,39.3488407,-9.320575,43.77,0.009000001,0,1
4,16,0.67,39.3488406,-9.3205749,43.77,0.013,0,1
4,16,0.67,39.3488404,-9.3205749,43.73,0.038,0,1
4,16,0.67,39.3488402,-9.3205748,43.7,0.02,0,1
4,16,0.67,39.3488401,-9.3205747,43.69,0.007,0,1
4,16,0.67,39.34884,-9.3205746,43.7,0.001,0,1
4,16,0.67,39.3488399,-9.3205745,43.7,0.022,0,1
4,16,0.67,39.3488399,-9.3205744,43.69,0.01,0,1
4,16,0.67,39.3488399,-9.3205743,43.69,0.035,0,1
4,16,0.67,39.3488398,-9.3205741,43.69,0.022,0,1
4,16,0.67,39.3488398,-9.3205742,43.65,0.004,0,1
4,16,0.67,39.3488397,-9.3205742,43.64,0.018,0,1
4,16,0.67,39.3488397,-9.3205742,43.63,0.051,0,1
4,16,0.67,39.3488397,-9.3205742,43.61,0.015,0,1
4,16,0.67,39.3488396,-9.3205743,43.6,0.014,0,1
4,16,0.67,39.3488396,-9.3205743,43.59,0.043,0,1
4,16,0.67,39.3488396,-9.3205743,43.57,0.014,0,1
4,16,0.67,39.3488395,-9.3205742,43.56,0.022,0,1
4,16,0.67,39.3488394,-9.3205742,43.55,0.031,0,1
4,16,0.67,39.3488394,-9.3205742,43.54,0.021,0,1
4,16,0.67,39.3488394,-9.3205742,43.53,0.01,0,1
4,16,0.67,39.3488393,-9.3205741,43.52,0.03,0,1
4,16,0.67,39.3488392,-9.3205741,43.52,0.019,0,1
4,16,0.67,39.348839,-9.320574,43.5,0.016,0,1
4,16,0.67,39.3488389,-9.320574,43.49,0.027,0,1
4,16,0.67,39.3488389,-9.320574,43.48,0.05,0,1
4,16,0.67,39.3488387,-9.3205739,43.46,0.019,0,1
4,16,0.67,39.3488385,-9.3205739,43.44,0.027,0,1
4,16,0.67,39.3488383,-9.3205739,43.42,0.048,0,1
4,16,0.67,39.3488382,-9.3205739,43.4,0.021,0,1
4,16,0.67,39.3488381,-9.3205739,43.37,0.02,0,1
4,16,0.67,39.348838,-9.3205737,43.36,0.064,0,1
4,16,0.67,39.348838,-9.3205736,43.36,0.029,0,1
4,16,0.67,39.3488378,-9.3205737,43.32,0.023,0,1
4,16,0.67,39.3488377,-9.3205737,43.3,0.021,0,1
4,16,0.67,39.3488376,-9.3205737,43.29,0.012,0,1
4,16,0.67,39.3488374,-9.3205738,43.23,0.002,0,1
4,16,0.67,39.3488372,-9.3205738,43.18,0.029,0,1
4,16,0.67,39.3488371,-9.3205737,43.16,0.04,0,1
4,16,0.67,39.348837,-9.3205737,43.13,0.028,0,1
4,16,0.67,39.3488368,-9.3205737,43.1,0.018,0,1
4,16,0.67,39.3488366,-9.3205737,43.08,0.015,0,1
4,16,0.67,39.3488364,-9.3205736,43.05,0.024,0,1
4,16,0.67,39.3488363,-9.3205736,43.03,0.038,0,1
4,16,0.67,39.3488362,-9.3205737,43.02,0.002,0,1
4,16,0.67,39.348836,-9.3205737,43,0.024,0,1
4,16,0.67,39.3488358,-9.3205738,43.03,0.005,0,1
4,16,0.67,39.3488357,-9.3205739,43,0.013,0,1
4,16,0.67,39.3488355,-9.3205739,42.97,0.014,0,1
4,16,0.67,39.3488354,-9.3205739,42.95,0.015,0,1
4,16,0.67,39.3488353,-9.320574,42.93,0.018,0,1
4,16,0.67,39.3488352,-9.3205742,42.86,0.031,0,1
4,16,0.67,39.3488351,-9.3205744,42.81,0.026,0,1
4,16,0.67,39.348835,-9.3205745,42.76,0.03,0,1
4,16,0.67,39.348835,-9.3205747,42.65,0.032,0,1
4,16,0.67,39.3488349,-9.320575,42.54,0.038,0,1
4,16,0.67,39.3488349,-9.3205751,42.49,0.036,0,1
4,16,0.67,39.3488348,-9.3205753,42.42,0.009000001,0,1
4,16,0.67,39.3488347,-9.3205755,42.37,0.004,0,1
4,16,0.67,39.3488345,-9.3205757,42.26,0.005,0,1
4,16,0.67,39.3488344,-9.3205758,42.2,0.032,0,1
4,16,0.67,39.3488343,-9.320576,42.13,0.013,0,1
4,16,0.67,39.3488342,-9.3205762,42.08,0.032,0,1
4,16,0.67,39.3488341,-9.3205763,42.02,0.015,0,1
4,16,0.67,39.3488339,-9.3205765,41.96,0.047,0,1
4,16,0.67,39.3488337,-9.3205766,41.88,0.036,0,1
4,16,0.67,39.3488335,-9.3205768,41.79,0.052,0,1
4,16,0.67,39.3488334,-9.320577,41.72,0.03,0,1
4,16,0.67,39.3488334,-9.3205772,41.69,0.012,0,1
4,16,0.67,39.3488333,-9.3205773,41.65,0.024,0,1
4,16,0.67,39.3488333,-9.3205775,41.58,0.013,0,1
4,16,0.67,39.3488332,-9.3205777,41.51,0.016,0,1
4,16,0.67,39.3488332,-9.3205779,41.44,0.016,0,1
4,16,0.67,39.3488331,-9.3205781,41.38,0.043,0,1
4,16,0.67,39.3488331,-9.3205784,41.29,0.045,0,1
4,16,0.67,39.3488331,-9.3205787,41.21,0.041,0,1
4,16,0.67,39.3488331,-9.3205789,41.12,0.036,0,1
4,16,0.67,39.348833,-9.3205792,41.02,0.018,0,1
4,16,0.67,39.3488329,-9.3205795,40.92,0.009000001,0,1
4,16,0.67,39.3488328,-9.3205797,40.83,0.022,0,1
4,16,0.67,39.3488327,-9.32058,40.73,0.038,0,1
4,16,0.67,39.3488326,-9.3205803,40.66,0.036,0,1
4,16,0.67,39.3488325,-9.3205806,40.59,0.055,0,1
4,16,0.67,39.3488325,-9.3205807,40.53,0.032,0,1
4,16,0.67,39.3488324,-9.320581,40.46,0.019,0,1
4,16,0.67,39.3488323,-9.3205813,40.37,0.016,0,1
4,16,0.67,39.3488322,-9.3205815,40.29,0.024,0,1
4,16,0.67,39.348832,-9.3205818,40.18,0.003,0,1
4,16,0.67,39.3488319,-9.3205821,40.07,0.03,0,1
4,16,0.67,39.3488318,-9.3205824,40.02,0.032,0,1
4,16,0.67,39.3488317,-9.3205825,39.96,0.024,0,1
4,16,0.67,39.3488316,-9.3205827,39.92,0.006,0,1
4,16,0.67,39.3488315,-9.3205829,39.88,0.039,0,1
4,16,0.67,39.3488314,-9.3205831,39.82,0.054,0,1
4,16,0.67,39.3488312,-9.3205832,39.77,0.051,0,1
4,16,0.67,39.3488311,-9.3205833,39.73,0.028,0,1
4,16,0.67,39.348831,-9.3205835,39.7,0.041,0,1
4,16,0.67,39.348831,-9.3205837,39.67,0.01,0,1
4,16,0.67,39.3488309,-9.3205838,39.66,0.01,0,1
4,16,0.67,39.3488307,-9.3205839,39.63,0.038,0,1
4,16,0.67,39.3488306,-9.3205842,39.57,0.045,0,1
4,16,0.67,39.3488305,-9.3205844,39.5,0.029,0,1
4,16,0.67,39.3488304,-9.3205847,39.44,0.025,0,1
4,16,0.67,39.3488302,-9.3205849,39.39,0.024,0,1
4,16,0.67,39.3488301,-9.3205851,39.36,0.025,0,1
4,16,0.67,39.34883,-9.3205853,39.33,0.024,0,1
4,16,0.67,39.3488298,-9.3205856,39.29,0.029,0,1
4,16,0.67,39.3488298,-9.3205859,39.25,0.014,0,1
4,16,0.67,39.3488296,-9.3205861,39.22,0.046,0,1
4,16,0.67,39.3488294,-9.3205864,39.19,0.026,0,1
4,16,0.67,39.3488293,-9.3205867,39.16,0.012,0,1
4,16,0.67,39.3488291,-9.320587,39.13,0.024,0,1
4,16,0.67,39.348829,-9.3205873,39.1,0.033,0,1
4,16,0.67,39.3488287,-9.3205876,39.07,0.036,0,1
4,16,0.67,39.3488286,-9.3205879,39.06,0.034,0,1
4,16,0.67,39.3488284,-9.3205881,39.02,0.028,0,1
4,16,0.67,39.3488282,-9.3205883,39.01,0.013,0,1
4,16,0.67,39.3488279,-9.3205884,38.99,0.024,0,1
4,16,0.67,39.3488277,-9.3205887,38.94,0.027,0,1
4,16,0.67,39.3488275,-9.3205888,38.91,0.018,0,1
4,16,0.67,39.3488273,-9.3205891,38.85,0.01,0,1
4,16,0.67,39.3488271,-9.3205892,38.83,0.016,0,1
4,16,0.67,39.3488268,-9.3205894,38.78,0.014,0,1
4,16,0.67,39.3488266,-9.3205895,38.75,0.03,0,1
4,16,0.67,39.3488264,-9.3205896,38.73,0.021,0,1
