'Airspeed','Temp','Health'
2.661764,23.82,1
2.625781,23.82,1
2.084671,23.82,1
2.462921,23.82,1
3.020416,23.82,1
2.482158,23.83,1
2.953892,23.82,1
2.501246,23.82,1
2.643835,23.82,1
2.423993,23.82,1
2.223505,23.82,1
3.168412,23.83,1
2.203813,23.82,1
2.038362,23.82,1
2.703266,23.82,1
2.26763,23.82,1
2.022741,23.82,1
2.302482,23.82,1
2.501251,23.82,1
2.022736,23.82,1
1.487301,23.82,1
2.055519,23.83,1
2.493533,23.82,1
3.828585,23.82,1
2.857862,23.82,1
2.038362,23.82,1
2.225285,23.82,1
2.302324,23.82,1
2.423993,23.82,1
2.835586,23.82,1
2.423993,23.82,1
1.82378,23.82,1
2.751484,23.82,1
2.45648,23.82,1
1.84108,23.82,1
2.053852,23.82,1
2.469358,23.82,1
1.433021,23.82,1
2.513891,23.82,1
1.092292,23.82,1
2.625781,23.82,1
2.540768,23.82,1
2.525118,23.82,1
2.258874,23.82,1
2.808512,23.83,1
2.983448,23.83,1
3.685447,23.82,1
2.744274,23.82,1
2.196606,23.82,1
2.053852,23.82,1
3.327873,23.82,1
3.833758,23.82,1
3.149593,23.82,1
1.779782,23.82,1
2.453474,23.82,1
0.872705,23.83,1
3.139508,23.82,1
0.6299266,23.82,1
2.983448,23.82,1
3.940358,23.82,1
2.967459,23.82,1
3.597936,23.82,1
2.253607,23.82,1
2.494908,23.82,1
2.316054,23.82,1
2.253612,23.82,1
2.477582,23.82,1
2.557659,23.83,1
2.445381,23.82,1
3.707039,23.82,1
2.239496,23.82,1
2.852432,23.82,1
2.456484,23.82,1
2.253602,23.82,1
2.069229,23.82,1
2.796174,23.82,1
2.564058,23.82,1
2.26763,23.82,1
2.456484,23.82,1
1.752858,23.82,1
2.85811,23.82,1
2.022741,23.82,1
1.788872,23.82,1
2.488538,23.82,1
2.069229,23.82,1
2.517258,23.82,1
1.915796,23.82,1
2.26763,23.82,1
2.253612,23.82,1
3.139511,23.82,1
3.0099,23.82,1
1.84108,23.82,1
2.260627,23.82,1
2.24656,23.82,1
2.295424,23.82,1
2.026389,23.82,1
2.737045,23.82,1
3.375175,23.82,1
2.972803,23.82,1
2.443543,23.82,1
2.166877,23.83,1
2.901899,23.83,1
2.501468,23.82,1
2.68548,23.82,1
1.977111,23.82,1
1.342071,23.82,1
2.517258,23.82,1
1.600486,23.82,1
2.309196,23.82,1
1.77085,23.82,1
2.302324,23.82,1
1.77085,23.92,1
2.525123,23.85,1
2.873697,23.83,1
2.906555,23.82,1
2.218148,23.82,1
1.487309,23.82,1
2.288511,23.82,1
2.077056,23.82,1
2.218148,23.82,1
3.864648,23.83,1
2.24656,23.82,1
2.250086,23.87,1
2.036145,23.87,1
2.210994,23.86,1
1.788672,23.82,1
2.813132,23.89,1
2.619733,23.88,1
1.901875,23.87,1
1.66881,23.9,1
2.507577,23.85,1
2.092089,23.92,1
2.20561,23.89,1
3.56251,23.84,1
3.303968,23.92,1
2.022741,23.92,1
2.225285,23.92,1
2.302324,23.92,1
2.424,23.92,1
1.832457,23.92,1
1.683012,23.92,1
1.797508,23.92,1
3.268827,23.92,1
2.103385,23.92,1
2.469573,23.92,1
1.707618,23.92,1
1.610585,23.92,1
2.309201,23.92,1
2.437043,23.92,1
2.069402,23.92,1
2.316059,23.92,1
2.038356,23.92,1
2.232399,23.92,1
2.469358,23.92,1
2.679567,23.92,1
2.443538,23.92,1
2.329706,23.92,1
2.645558,23.92,1
2.643833,23.92,1
2.475766,23.92,1
2.281572,23.92,1
2.232399,23.92,1
1.725507,23.92,1
2.667715,23.92,1
1.771059,23.92,1
1.280019,23.92,1
1.243472,23.92,1
2.253612,23.92,1
1.999086,23.92,1
1.761874,23.92,1
1.623071,23.92,1
2.501465,23.92,1
2.250083,23.92,1
2.685484,23.92,1
2.232407,23.92,1
2.722526,23.92,1
2.679567,23.92,1
3.514036,23.92,1
2.475766,23.92,1
2.084502,23.92,1
2.619733,23.92,1
1.832646,23.92,1
2.61974,23.92,1
2.469573,23.92,1
2.967282,23.92,1
2.223507,23.92,1
2.250086,23.92,1
1.45497,23.92,1
2.053849,23.92,1
2.456484,23.92,1
2.239496,23.92,1
2.61974,23.92,1
2.274614,23.92,1
2.807488,23.92,1
2.218159,23.92,1
1.883834,23.93,1
1.788672,23.92,1
0.2220116,23.92,1
0.405426,23.92,1
2.430533,23.92,1
1.365027,23.92,1
2.295585,23.92,1
1.635235,23.92,1
1.242305,23.92,1
2.030736,23.92,1
1.883644,23.92,1
1.875404,23.92,1
2.26763,23.92,1
2.437043,23.92,1
2.475766,23.92,1
2.20561,23.92,1
2.054029,23.92,1
0.9702764,23.92,1
2.253602,23.92,1
2.069229,23.92,1
2.852306,23.93,1
1.788665,23.92,1
2.022741,23.92,1
1.999086,23.92,1
2.225285,23.92,1
2.48557,23.92,1
2.801832,23.92,1
2.48557,23.92,1
2.006999,23.92,1
2.857856,23.92,1
2.309196,23.92,1
2.697261,23.92,1
2.260627,23.92,1
2.794364,23.92,1
2.246557,23.92,1
2.469358,23.92,1
2.038353,23.92,1
1.82378,23.92,1
2.225291,23.92,1
2.309201,23.92,1
2.469356,23.92,1
3.109064,23.92,1
3.009902,23.92,1
2.801834,23.92,1
2.430533,23.92,1
3.425774,23.92,1
3.134453,23.92,1
2.129815,23.92,1
2.274614,23.92,1
2.253602,23.92,1
2.868933,23.92,1
2.24656,23.92,1
2.51726,23.92,1
2.302324,23.92,1
2.038356,24.02,1
2.574697,23.92,1
2.637829,23.92,1
2.437043,24.02,1
2.24656,23.92,1
2.316052,23.92,1
2.655798,24.02,1
0.8022466,23.92,1
2.03056,23.92,1
2.926936,23.92,1
2.631815,23.92,1
2.477582,23.92,1
2.443538,24.02,1
2.501465,24.02,1
2.232407,23.94,1
1.832453,23.98,1
1.849869,24.02,1
1.831101,24.02,1
2.729795,24.02,1
1.858414,24.02,1
2.424,23.96,1
2.443538,24.02,1
2.852306,24.02,1
2.084502,24.02,1
2.493531,24.02,1
1.915796,24.01,1
2.635551,24.03,1
1.946578,24.02,1
2.81313,24.02,1
1.274943,24.02,1
2.637829,24.02,1
1.631442,24.02,1
3.996292,24.02,1
2.744274,24.02,1
2.773009,24.02,1
2.700598,24.02,1
2.053849,24.01,1
2.876543,24.02,1
2.45648,24.02,1
2.613674,24.02,1
2.978132,24.02,1
2.9728,24.02,1
2.488538,24.02,1
2.913361,24.02,1
0.980612,24.01,1
1.824169,24.02,1
2.69325,24.01,1
2.450019,24.02,1
2.509375,24.02,1
3.046547,24.02,1
2.619736,24.02,1
2.456484,24.02,1
2.48557,24.02,1
2.751486,24.02,1
2.493531,24.02,1
2.691378,24.02,1
2.456477,24.02,1
2.988754,24.02,1
2.962115,24.02,1
2.295429,24.02,1
2.225291,24.02,1
2.26079,24.02,1
2.835582,24.03,1
3.468627,24.01,1
2.353402,24.02,1
2.685882,24.01,1
2.456484,24.01,1
2.239488,24.02,1
1.216368,24.02,1
2.038356,24.02,1
2.643835,24.02,1
2.214579,24.02,1
2.2937,24.02,1
1.912269,24.02,1
2.643828,24.02,1
1.999089,24.02,1
2.649821,24.02,1
2.232402,24.02,1
2.913363,24.02,1
2.014884,24.02,1
2.250083,24.02,1
2.220534,24.02,1
3.0099,24.02,1
2.41088,24.01,1
2.813132,24.02,1
2.520192,24.02,1
2.061732,24.02,1
3.94438,24.01,1
2.920156,24.02,1
2.729793,24.02,1
2.625786,24.02,1
2.04612,24.02,1
2.960594,24.02,1
2.482165,24.02,1
2.813126,24.02,1
2.829989,24.02,1
2.232407,24.02,1
2.933699,24.02,1
2.061552,24.02,1
2.920157,24.02,1
2.513895,24.02,1
2.20561,24.02,1
2.922108,24.02,1
2.956759,24.02,1
2.03056,24.02,1
2.501251,24.02,1
1.718233,24.02,1
0.8961371,24.02,1
2.729795,24.02,1
2.225293,24.02,1
2.260627,24.02,1
2.50758,24.02,1
2.046115,24.02,1
1.956735,24.02,1
1.999086,24.02,1
2.250086,24.02,1
2.554087,24.02,1
2.241261,24.02,1
2.099657,24.02,1
2.437045,24.02,1
2.52019,24.02,1
1.983165,24.01,1
2.461535,24.01,1
2.260627,24.02,1
2.715235,24.02,1
2.281577,24.02,1
2.643833,24.02,1
2.700598,24.01,1
2.462921,24.02,1
2.81313,24.02,1
1.744354,24.02,1
2.98345,24.01,1
2.430533,24.02,1
1.93637,24.02,1
3.728361,24.02,1
1.679537,24.06,1
2.225293,24.05,1
2.10719,24.06,1
2.469351,24.12,1
2.174851,24.11,1
2.137244,24.12,1
1.498163,24.11,1
2.48557,24.11,1
2.214576,24.11,1
2.962119,24.09,1
2.685484,24.04,1
2.988756,24.11,1
2.679569,24.11,1
2.829985,24.12,1
2.81313,24.11,1
2.619736,24.11,1
2.030565,24.11,1
1.76188,24.11,1
2.45648,24.11,1
2.276352,24.12,1
2.485573,24.11,1
2.10719,24.13,1
1.623074,24.12,1
2.281569,24.12,1
1.421909,24.11,1
2.014884,24.11,1
2.20561,24.11,1
2.643833,24.11,1
2.006732,24.12,1
2.818759,24.11,1
3.497079,24.11,1
2.246557,24.12,1
2.316052,24.11,1
1.518943,24.12,1
2.613678,24.11,1
1.806311,24.12,1
2.244207,24.12,1
1.999095,24.11,1
1.986883,24.12,1
1.841274,24.12,1
1.078931,24.11,1
2.673647,24.12,1
2.203808,24.11,1
2.232399,24.11,1
2.239496,24.11,1
3.813027,24.11,1
1.476605,24.11,1
1.986886,24.11,1
1.815259,24.11,1
2.493531,24.11,1
2.61368,24.11,1
2.26763,24.11,1
2.076881,24.12,1
2.253612,24.11,1
2.81313,24.11,1
2.076881,24.12,1
3.117974,24.11,1
2.022741,24.12,1
2.532959,24.12,1
1.134996,24.11,1
3.920192,24.11,1
3.013668,24.12,1
2.430528,24.11,1
0.7684472,24.11,1
2.026606,24.11,1
2.962113,24.11,1
2.099657,24.11,1
2.643833,24.11,1
2.316204,24.12,1
3.174659,24.12,1
3.079603,24.11,1
2.744272,24.12,1
1.849669,24.12,1
2.232399,24.11,1
2.250086,24.11,1
1.508476,24.12,1
2.04612,24.12,1
2.04612,24.12,1
1.82378,24.12,1
2.218154,24.11,1
2.417448,24.11,1
2.276352,24.12,1
1.946581,24.11,1
3.33976,24.12,1
2.525118,24.12,1
2.274614,24.12,1
2.643835,24.11,1
2.829985,24.11,1
2.691374,24.12,1
2.807488,24.11,1
2.241259,24.11,1
2.920157,24.11,1
2.807488,24.11,1
2.267632,24.12,1
2.607605,24.11,1
2.649821,24.11,1
3.098848,24.11,1
2.637829,24.11,1
1.926112,24.11,1
2.507577,24.12,1
2.174846,24.11,1
2.443536,24.11,1
2.697261,24.11,1
2.625786,24.11,1
2.661758,24.12,1
2.253607,24.11,1
2.625509,24.11,1
2.223507,24.11,1
2.241264,24.11,1
1.377306,24.11,1
1.47752,24.11,1
2.014884,24.11,1
2.253612,24.12,1
3.143294,24.11,1
2.45648,24.11,1
2.972803,24.11,1
2.751484,24.12,1
2.801832,24.11,1
2.218154,24.11,1
1.967113,24.11,1
2.679701,24.11,1
2.579472,24.12,1
1.476609,24.11,1
2.069229,24.11,1
2.722524,24.11,0
2.679574,24.12,0
2.625509,24.12,0
2.643833,24.11,0
2.10736,24.12,0
2.099995,24.21,0
3.694187,24.11,0
2.295432,24.21,0
2.947176,24.21,0
2.24146,24.11,0
2.03056,24.21,0
1.529581,24.21,0
2.625786,24.11,0
2.274614,24.12,0
1.991139,24.21,0
3.631278,24.21,0
2.239488,24.21,0
2.475913,24.21,0
2.737045,24.21,0
1.752854,24.21,0
2.679574,24.21,0
1.725507,24.21,0
3.124321,24.21,0
2.430523,24.21,0
2.038356,24.21,0
2.061729,24.21,0
1.580329,24.21,0
2.250083,24.21,0
2.232404,24.21,0
2.673643,24.21,0
1.797512,24.21,0
1.967115,24.21,0
2.115689,24.21,0
2.801838,24.21,0
2.26079,24.21,0
2.267632,24.21,0
2.069238,24.21,0
1.986886,24.21,0
3.353846,24.21,0
2.475766,24.21,0
1.598472,24.21,0
2.493531,24.21,0
2.807488,24.21,0
0.4901706,24.21,0
1.752858,24.21,0
1.956735,24.21,0
2.218159,24.21,0
1.82707,24.21,0
2.250083,24.21,0
2.061558,24.21,0
2.437038,24.21,0
1.832453,24.21,0
2.430523,24.21,0
2.601521,24.21,0
2.246557,24.21,0
2.26763,24.21,0
2.501253,24.21,0
2.456484,24.21,0
2.999344,24.21,0
2.532959,24.21,0
2.260634,24.21,0
2.424,24.21,0
2.007005,24.21,0
2.51726,24.21,0
1.956735,24.21,0
2.302321,24.21,0
2.469356,24.21,0
2.417448,24.21,0
2.744436,24.21,0
1.600717,24.21,0
0.7415801,24.21,0
2.026609,24.21,0
1.926112,24.21,0
2.767679,24.21,0
2.196606,24.21,0
2.501251,24.21,0
0.7661896,24.21,0
2.267632,24.21,0
1.508713,24.21,0
2.81313,24.21,0
2.737043,24.21,0
2.703129,24.22,0
2.548553,24.21,0
2.540766,24.21,0
0.5492666,24.21,0
3.690821,24.21,0
2.054024,24.21,0
1.875404,24.22,0
2.239488,24.21,0
1.788665,24.21,0
2.279255,24.21,0
2.631815,24.21,0
2.722526,24.21,0
1.999086,24.21,0
3.480033,24.21,0
2.868929,24.21,0
1.797512,24.21,0
2.818759,24.21,0
3.377402,24.21,0
1.996832,24.21,0
2.239493,24.21,0
2.960596,24.21,0
2.469356,24.21,0
2.462921,24.21,0
2.52019,24.22,0
2.203816,24.21,0
2.007005,24.21,0
0.7013874,24.21,0
3.124321,24.21,0
3.321909,24.21,0
2.485573,24.21,0
2.430528,24.21,0
1.898003,24.21,0
2.24656,24.21,0
1.620176,24.21,0
2.54873,24.21,0
0.6058726,24.21,0
2.933699,24.21,0
2.729793,24.21,0
2.274614,24.21,0
2.607609,24.21,0
1.849669,24.21,0
1.779785,24.21,0
2.10719,24.22,0
2.980607,24.21,0
2.006735,24.29,0
2.214576,24.24,0
1.487309,24.21,0
1.295618,24.31,0
2.241264,24.31,0
2.461535,24.23,0
1.734671,24.27,0
2.030565,24.21,0
2.649821,24.31,0
2.737041,24.26,0
3.828585,24.26,0
1.926109,24.31,0
2.290818,24.31,0
2.069408,24.31,0
1.623074,24.31,0
2.737043,24.31,0
1.570723,24.31,0
1.915793,24.21,0
2.987248,24.27,0
3.54212,24.31,0
2.26079,24.31,0
2.182249,24.31,0
1.310824,24.31,0
2.926936,24.31,0
1.966834,24.31,0
2.225293,24.31,0
1.90059,24.31,0
1.761874,24.31,0
1.598468,24.31,0
2.084496,24.31,0
1.69475,24.31,0
2.423993,24.31,0
3.866701,24.31,0
3.69419,24.31,0
3.70276,24.31,0
3.837892,24.31,0
3.292988,24.31,0
1.956738,24.31,0
3.392745,24.33,0
3.114156,24.31,0
2.14465,24.31,0
2.493528,24.31,0
1.248883,24.31,0
2.030568,24.31,0
1.694747,24.31,0
2.520192,24.31,0
3.292984,24.31,0
3.303968,24.31,0
2.443538,24.31,0
2.069229,24.31,0
2.423995,24.31,0
2.246557,24.31,0
2.450021,24.31,0
2.509375,24.31,0
2.685476,24.31,0
2.3365,24.31,0
1.788872,24.31,0
3.491405,24.31,0
2.053852,24.31,0
0.9251528,24.31,0
2.107365,24.31,0
2.462926,24.31,0
2.456484,24.31,0
3.67468,24.31,0
1.659567,24.31,0
2.700601,24.31,0
2.239493,24.31,0
1.991145,24.31,0
1.465828,24.31,0
2.239488,24.31,0
2.260627,24.31,0
2.129815,24.31,0
3.462599,24.31,0
2.22351,24.31,0
3.514036,24.31,1
3.669281,24.31,1
2.807492,24.31,1
2.469571,24.31,1
2.801449,24.32,1
2.935236,24.31,1
1.487301,24.31,1
2.322886,24.31,1
1.936374,24.31,1
1.560836,24.31,1
2.443538,24.31,1
2.488544,24.31,1
1.76188,24.31,1
1.770857,24.31,1
2.293703,24.31,1
1.76188,24.31,1
2.022736,24.31,1
2.076878,24.31,1
2.532954,24.31,1
2.253607,24.31,1
2.501246,24.31,1
1.788672,24.31,1
2.493531,24.31,1
1.946578,24.31,1
1.999095,24.31,1
2.232399,24.31,1
1.706664,24.31,1
1.832649,24.31,1
1.849675,24.31,1
1.487545,24.31,1
2.232402,24.31,1
1.580563,24.31,1
1.752854,24.31,1
2.038535,24.31,1
2.295429,24.31,1
2.250083,24.31,1
3.43963,24.31,1
2.253602,24.31,1
1.529581,24.31,1
1.936376,24.31,1
1.570263,24.31,1
1.734671,24.31,1
1.295618,24.31,1
2.053849,24.31,1
2.564414,24.31,1
3.956422,24.31,1
2.274771,24.31,1
1.550178,24.31,1
2.014887,24.31,1
1.788665,24.31,1
2.061558,24.31,1
2.053858,24.31,1
2.253602,24.31,1
1.379895,24.31,1
1.986886,24.31,1
2.302324,24.31,1
2.2937,24.31,1
2.022736,24.31,1
1.926112,24.31,1
0.6070437,24.32,1
2.45648,24.31,1
2.196606,24.31,1
1.815259,24.31,1
2.014887,24.31,1
2.469356,24.31,1
1.149203,24.31,1
1.232918,24.31,1
1.909102,24.31,1
2.007005,24.31,1
2.972803,24.31,1
1.267288,24.31,1
1.752864,24.31,1
1.779989,24.31,1
2.328001,24.31,1
2.061732,24.31,1
2.450019,24.39,1
1.162606,24.41,1
1.433025,24.33,1
1.106708,24.31,1
2.443536,24.41,1
3.149734,24.33,1
1.996835,24.38,1
1.806506,24.41,1
1.590559,24.31,1
2.225293,24.41,1
3.474336,24.41,1
1.047849,24.41,1
2.26763,24.41,1
2.443538,24.41,1
2.223507,24.41,1
3.351605,24.41,1
2.267632,24.41,1
2.253602,24.41,1
2.322891,24.41,1
1.232557,24.41,1
1.797714,24.41,1
3.3074,24.41,1
2.20561,24.41,1
1.264305,24.41,1
1.635242,24.41,1
3.169662,24.41,1
3.249372,24.41,1
2.241264,24.41,1
2.274616,24.41,1
1.788672,24.41,1
1.797508,24.41,1
2.993875,24.41,1
2.773011,24.41,1
1.232553,24.41,1
1.926112,24.41,1
2.288506,24.41,1
1.976887,24.41,1
1.454978,24.41,1
1.149203,24.41,1
1.539916,24.41,1
1.106718,24.41,1
1.69475,24.41,1
2.189379,24.41,1
2.829985,24.41,1
2.926936,24.41,1
2.241261,24.4,1
1.610818,24.41,1
2.295429,24.41,1
2.99935,24.41,1
2.267793,24.41,1
2.016583,24.41,1
1.986886,24.41,1
1.956738,24.41,1
2.61974,24.41,1
3.336036,24.41,1
2.253607,24.41,1
2.007008,24.41,1
2.661764,24.41,1
3.154623,24.41,1
1.671466,24.41,1
1.975154,24.41,1
3.354989,24.41,1
1.353369,24.4,1
1.647309,24.41,1
2.061552,24.41,1
2.061558,24.41,1
1.76188,24.41,1
1.18956,24.41,1
2.279255,24.41,1
1.135006,24.41,1
3.956556,24.41,1
2.007005,24.41,1
3.397893,24.41,1
3.2978,24.41,1
2.525118,24.41,1
2.239488,24.41,1
2.288506,24.41,1
3.2978,24.41,1
2.493531,24.41,1
1.76188,24.41,1
1.946578,24.41,1
2.423995,24.41,1
2.978132,24.41,1
2.807484,24.41,1
1.671469,24.41,1
2.022918,24.41,1
3.285102,24.42,1
2.343427,24.41,1
2.014893,24.4,1
3.30996,24.41,1
2.329706,24.41,1
2.424,24.41,1
1.149193,24.41,1
1.716293,24.41,1
0.1325778,24.41,1
1.002427,24.41,1
2.069235,24.41,1
1.999086,24.41,1
1.967113,24.41,1
1.620179,24.42,1
1.983159,24.41,1
2.046123,24.41,1
2.218159,24.41,1
1.598468,24.41,1
1.623074,24.41,1
2.2937,24.41,1
2.107365,24.41,1
2.643835,24.41,1
2.030565,24.41,1
2.022736,24.41,1
2.416552,24.41,1
3.503563,24.41,1
2.084454,24.41,1
2.053852,24.41,1
2.443538,24.4,1
1.32586,24.41,1
1.806311,24.41,1
1.255004,24.41,1
1.942783,24.41,1
2.122183,24.42,1
2.607605,24.41,1
2.450014,24.41,1
2.630659,24.41,1
2.22351,24.41,1
1.996838,24.41,1
1.062863,24.41,1
1.936374,24.41,1
1.983171,24.41,1
3.558058,24.41,1
2.443536,24.4,1
3.58469,24.41,1
2.014887,24.43,1
2.328003,24.48,1
1.216373,24.46,1
2.007005,24.51,1
1.254714,24.49,1
2.006999,24.43,1
2.04612,24.51,1
2.404296,24.45,1
3.288169,24.44,1
2.933699,24.5,1
2.288665,24.51,1
2.295432,24.51,1
1.779785,24.5,1
1.734681,24.5,1
1.162601,24.51,1
2.061552,24.51,1
0.9702764,24.51,1
2.152994,24.5,1
2.045855,24.41,1
1.176464,24.51,1
1.659296,24.51,1
1.815062,24.51,1
2.525118,24.51,1
2.218159,24.5,1
2.545232,24.51,1
2.685884,24.5,1
0.5492561,24.5,1
2.649821,24.51,1
3.535709,24.5,1
2.51726,24.51,1
1.743997,24.5,1
2.223507,24.5,1
1.743792,24.5,1
1.623074,24.5,1
2.10719,24.51,1
0.8069473,24.51,1
3.402553,24.5,1
0.6356117,24.51,1
2.462931,24.51,1
1.76188,24.5,1
1.84108,24.51,1
2.281572,24.51,1
1.76188,24.51,1
0.8422333,24.5,1
3.602337,24.51,1
2.214576,24.5,1
1.560366,24.51,1
3.807824,24.5,1
2.053849,24.5,1
2.014887,24.5,1
2.456477,24.51,1
2.232407,24.5,1
0.7666642,24.5,1
3.288173,24.5,1
2.48854,24.51,1
1.623074,24.5,1
2.24656,24.51,1
2.801608,24.51,1
3.004747,24.51,1
1.936374,24.5,1
2.336656,24.51,1
2.077056,24.51,1
1.540144,24.51,1
1.93637,24.5,1
1.280231,24.5,1
2.983448,24.51,1
2.779109,24.5,1
1.649274,24.51,1
1.465828,24.5,1
2.038356,24.51,1
1.487309,24.51,1
2.697259,24.51,1
1.598465,24.5,1
2.509552,24.5,1
0.7013627,24.51,1
1.77085,24.51,1
1.032601,24.5,1
2.114704,24.51,1
3.402556,24.51,1
2.022741,24.51,1
1.752858,24.5,1
2.211158,24.5,1
2.258876,24.51,1
2.232404,24.5,1
1.52935,24.51,1
1.806509,24.5,1
1.487309,24.51,1
2.2937,24.5,1
2.077056,24.5,1
1.508709,24.5,1
3.278512,24.5,1
2.156885,24.51,1
1.659296,24.5,1
1.946581,24.5,1
3.589109,24.51,1
1.752858,24.5,1
1.560133,24.51,1
2.253602,24.51,1
1.976887,24.51,1
1.936376,24.5,1
2.48854,24.51,1
2.20561,24.5,1
2.030741,24.5,1
2.030565,24.5,1
3.114156,24.5,1
2.030565,24.51,1
1.647583,24.5,1
1.946581,24.5,1
2.325164,24.51,1
2.637826,24.51,1
3.514038,24.51,1
2.649819,24.51,1
1.761874,24.5,1
1.875213,24.51,1
1.647309,24.51,1
1.548087,24.5,1
2.061558,24.51,1
2.267632,24.51,1
2.022736,24.51,1
2.196606,24.5,1
1.539676,24.51,1
0.631483,24.5,1
2.04612,24.51,1
2.223505,24.5,1
2.030565,24.51,1
1.49817,24.5,1
2.494903,24.51,1
3.004632,24.51,1
2.241261,24.5,1
3.283345,24.58,1
2.016586,24.53,1
3.681292,24.5,1
2.061732,24.51,1
3.041338,24.5,1
2.311108,24.51,1
1.590559,24.57,1
1.539683,24.55,1
2.729793,24.51,1
1.858411,24.51,1
1.762083,24.5,1
2.189379,24.5,1
3.711316,24.51,1
1.647313,24.6,1
1.620186,24.6,1
1.76188,24.6,1
3.647614,24.6,1
1.647313,24.6,1
1.770857,24.6,1
1.770857,24.6,1
1.216368,24.6,1
1.444039,24.6,1
1.229194,24.6,1
1.340517,24.61,1
1.295274,24.61,1
1.991148,24.6,1
2.114701,24.61,1
1.45497,24.6,1
1.131985,24.6,1
2.751486,24.6,1
2.007005,24.6,1
0.7866122,24.6,1
2.007005,24.6,1
1.779989,24.6,1
1.34072,24.6,1
0.9176766,24.6,1
1.770857,24.6,1
2.972803,24.6,1
1.975154,24.6,1
1.465835,24.6,1
2.022736,24.6,1
2.443543,24.6,1
3.046663,24.61,1
1.6712,24.61,1
2.424,24.6,1
2.253766,24.6,1
1.716299,24.6,1
2.09226,24.6,1
1.734885,24.6,1
0.6783785,24.6,1
1.936374,24.6,1
1.454986,24.6,1
2.187569,24.6,1
2.069229,24.6,1
1.35542,24.6,1
2.006999,24.6,1
3.209539,24.61,1
1.092292,24.6,1
2.232399,24.6,1
1.107042,24.6,1
0.7452152,24.6,1
0.6803759,24.6,1
1.426652,24.61,1
0.6783956,24.6,1
3.553599,24.6,1
1.560133,24.61,1
1.725507,24.6,1
3.566958,24.6,1
2.061732,24.6,1
2.022741,24.6,1
0.5523487,24.6,1
3.575833,24.6,1
2.061558,24.6,1
1.752858,24.6,1
0.7474976,24.6,1
1.189861,24.6,1
2.03056,24.6,1
1.121273,24.6,1
2.279513,24.6,1
1.832453,24.6,1
2.007005,24.6,1
0.8259369,24.61,1
2.274614,24.6,1
0.7765722,24.61,1
1.388068,24.6,1
1.518951,24.6,1
2.967463,24.6,1
2.784811,24.6,1
1.788665,24.6,1
0.5195864,24.6,1
2.462926,24.6,1
1.743785,24.6,1
2.501251,24.61,1
1.999095,24.6,1
2.038353,24.6,1
2.430523,24.6,1
2.250086,24.6,1
2.482304,24.6,1
2.232399,24.6,1
1.797714,24.6,1
2.239496,24.6,1
2.302324,24.61,1
1.815068,24.6,1
1.743795,24.61,1
2.210991,24.6,1
1.849669,24.61,1
1.560832,24.6,1
2.758681,24.6,1
1.216515,24.6,1
1.698096,24.6,1
2.784811,24.6,1
2.246557,24.6,1
2.48854,24.6,1
2.994058,24.6,1
1.926112,24.6,1
1.398273,24.61,1
1.734675,24.6,1
2.016806,24.6,1
1.60049,24.61,1
2.030565,24.6,1
2.22351,24.6,1
1.52935,24.6,1
2.404299,24.6,1
2.053852,24.6,1
1.573478,24.6,1
2.246557,24.6,1
2.250089,24.6,1
1.162918,24.6,1
1.600497,24.6,1
1.421913,24.6,1
3.278516,24.6,1
2.260785,24.6,1
1.866933,24.6,1
1.734671,24.6,1
1.610822,24.6,1
2.267632,24.62,1
1.956735,24.68,1
0.6293672,24.6,1
1.600497,24.61,1
2.210999,24.61,1
0.5504008,24.6,1
0.2858626,24.6,1
2.417448,24.7,1
1.519179,24.6,1
1.177612,24.6,1
1.876706,24.6,1
1.976889,24.7,1
2.437038,24.6,1
1.875401,24.7,1
2.038356,24.6,1
1.586022,24.7,1
2.288511,24.7,1
1.815068,24.7,1
2.241261,24.7,1
1.77085,24.7,1
2.423993,24.7,1
2.24656,24.7,1
2.288511,24.7,1
1.76188,24.7,1
2.26763,24.7,1
1.63551,24.7,1
2.288511,24.7,1
2.445381,24.7,1
3.321857,24.7,1
1.943113,24.7,1
1.761887,24.7,1
2.253612,24.7,0
2.494903,24.7,0
1.267288,24.7,0
1.752858,24.7,0
1.797508,24.7,0
2.006737,24.7,0
2.258876,24.7,0
3.531222,24.7,0
1.849045,24.71,0
2.722524,24.7,0
1.797512,24.7,0
1.550178,24.7,0
1.647313,24.7,0
2.167671,24.7,0
1.487545,24.7,0
2.210999,24.7,0
1.743792,24.7,0
1.465828,24.7,0
1.610366,24.7,0
2.253607,24.7,0
3.092446,24.7,0
2.655798,24.7,0
2.835586,24.7,0
1.797508,24.7,0
1.905424,24.7,0
1.849866,24.7,0
2.239653,24.7,0
2.014887,24.7,0
3.288173,24.7,0
3.119246,24.7,0
2.2937,24.7,0
1.539916,24.7,0
1.743792,24.7,0
2.007008,24.71,0
2.218148,24.7,0
2.253612,24.7,0
2.014884,24.7,0
1.092297,24.7,0
1.183335,24.7,0
1.986883,24.7,0
1.508713,24.7,0
2.260632,24.7,0
2.274771,24.7,0
2.625781,24.7,0
1.148891,24.7,0
1.476605,24.7,0
2.241264,24.7,0
2.751488,24.7,0
2.026389,24.7,0
2.030741,24.7,0
2.274614,24.7,0
2.038535,24.7,0
2.174851,24.7,0
2.053849,24.7,0
2.038535,24.7,0
1.683544,24.7,0
1.915796,24.7,0
1.228898,24.7,0
2.267632,24.7,0
2.443543,24.7,0
