'Airspeed','Temp','Health'
3.013668,21.28,1
3.749562,21.29,1
3.66928,21.28,1
3.854378,21.28,1
3.56251,21.28,1
3.837892,21.28,1
2.632704,21.29,1
3.162148,21.28,1
3.062119,21.29,1
3.336039,21.28,1
2.960594,21.28,1
2.846742,21.28,1
3.224213,21.29,1
2.953894,21.28,1
3.129394,21.28,1
3.448832,21.28,1
2.98876,21.28,1
2.807488,21.28,1
2.801449,21.28,1
2.835582,21.28,1
2.956761,21.28,1
3.139508,21.28,1
2.285047,21.28,1
3.448832,21.28,1
3.497077,21.28,1
4.071499,21.28,1
2.879963,21.28,1
2.482158,21.28,1
2.691374,21.28,1
2.84117,21.28,1
2.655798,21.28,1
2.953892,21.28,1
3.182973,21.28,1
4.325525,21.28,1
3.960424,21.28,1
3.453428,21.28,1
3.139511,21.28,1
1.785848,21.29,1
3.996292,21.28,1
3.278512,21.28,1
2.807488,21.28,1
2.703129,21.29,1
2.637833,21.28,1
2.729791,21.28,1
2.336498,21.28,1
3.453427,21.28,1
3.292991,21.28,1
2.053849,21.28,1
2.732301,21.29,1
2.260627,21.28,1
1.966837,21.28,1
2.053849,21.28,1
2.310918,21.28,1
2.26763,21.28,1
2.59479,21.29,0
2.829985,21.28,0
2.835582,21.28,0
3.696187,21.28,0
3.589113,21.28,0
2.469351,21.28,0
2.940444,21.28,0
3.129392,21.28,0
2.940446,21.28,0
2.26763,21.28,0
2.507577,21.28,0
2.281569,21.28,0
3.292991,21.28,0
3.453427,21.28,0
2.829985,21.28,0
2.824378,21.28,0
1.976887,21.28,0
2.501251,21.28,0
2.926932,21.28,0
3.964423,21.28,0
2.885462,21.28,0
2.631809,21.28,0
2.899727,21.28,0
3.199533,21.28,0
2.813126,21.28,0
2.545373,21.28,0
3.130658,21.28,0
2.988756,21.28,0
4.00138,21.28,0
3.154621,21.28,0
3.229127,21.29,0
3.129392,21.28,0
3.025659,21.28,0
2.661762,21.28,0
3.881704,21.28,0
2.807484,21.28,0
3.321913,21.28,0
3.154621,21.28,0
2.960596,21.28,0
3.624275,21.28,0
3.48996,21.28,0
2.956761,21.28,0
1.387011,21.29,0
3.168411,21.28,0
3.13066,21.28,0
3.154618,21.28,0
2.758679,21.28,0
3.846146,21.28,0
3.497077,21.28,0
3.0099,21.28,0
2.260632,21.28,0
2.988756,21.28,0
2.773009,21.28,0
2.852306,21.28,0
2.824378,21.28,0
2.994053,21.28,0
2.863397,21.28,0
3.025659,21.28,0
2.477585,21.28,0
3.169664,21.28,0
2.667715,21.28,0
3.025663,21.28,0
2.999346,21.28,0
2.879966,21.28,0
2.953891,21.28,0
1.788665,21.28,0
2.890956,21.28,0
3.940358,21.28,0
3.187121,21.28,0
4.000255,21.28,0
2.520192,21.28,0
2.022736,21.28,0
2.538999,21.29,0
2.482162,21.28,0
3.680067,21.28,0
2.046115,21.28,0
1.363702,21.29,0
1.487309,21.28,0
2.220534,21.28,0
3.736859,21.28,0
2.03056,21.28,0
2.52019,21.28,0
2.983448,21.28,0
2.316052,21.28,0
2.469351,21.28,0
2.246557,21.28,0
3.184745,21.28,0
2.667708,21.32,0
2.876541,21.35,0
2.494903,21.28,0
2.274609,21.28,0
3.134457,21.28,0
3.56251,21.38,0
2.295429,21.36,0
2.475764,21.28,0
2.720672,21.28,0
4.181259,21.29,0
2.983448,21.3,0
3.143294,21.35,0
2.780148,21.28,0
2.767677,21.28,0
2.563846,21.29,0
2.818759,21.38,0
3.514036,21.38,0
3.32175,21.38,0
2.720672,21.28,0
3.519671,21.38,0
3.134453,21.28,0
2.584937,21.38,0
3.316973,21.28,0
3.69419,21.38,0
3.292988,21.28,0
3.497077,21.38,0
2.960594,21.38,0
3.316976,21.38,0
2.655798,21.38,0
3.159645,21.3,0
2.239493,21.36,0
2.302321,21.38,0
2.076878,21.38,0
2.956759,21.38,0
3.825477,21.38,0
2.258876,21.38,0
2.482162,21.32,0
2.250083,21.35,0
2.092089,21.38,0
2.829985,21.38,0
2.494903,21.38,0
2.329702,21.38,0
2.488538,21.38,0
2.24656,21.38,0
2.643828,21.38,0
3.036122,21.38,0
3.821333,21.38,0
3.013671,21.38,0
2.697259,21.38,0
2.700598,21.38,0
2.302329,21.4,0
2.729795,21.38,0
3.184631,21.38,0
2.707927,21.38,0
2.061552,21.38,0
3.199531,21.38,0
2.661758,21.38,0
2.485573,21.38,0
2.637829,21.38,0
2.835586,21.38,0
2.994056,21.38,0
2.720667,21.38,0
2.053849,21.38,0
2.267632,21.38,0
3.149589,21.38,0
2.475766,21.38,0
2.787265,21.38,0
2.879963,21.38,0
2.45648,21.38,0
2.443536,21.38,0
3.06729,21.38,0
2.437043,21.38,0
3.745331,21.38,0
3.575836,21.38,0
2.947176,21.38,0
3.430398,21.38,0
3.315939,21.38,0
2.241261,21.38,0
2.994058,21.38,0
4.059802,21.38,0
3.936335,21.38,0
3.6201,21.38,0
2.26763,21.38,0
2.66771,21.38,0
2.48854,21.38,0
2.999344,21.38,0
3.728217,21.38,0
2.667708,21.38,0
2.253607,21.38,0
2.225293,21.38,0
2.137082,21.38,0
3.369566,21.38,0
2.994056,21.38,0
3.462599,21.38,0
2.835586,21.38,0
3.375178,21.38,0
2.525118,21.38,0
4.000255,21.38,0
2.655803,21.38,0
2.841168,21.38,0
2.274609,21.38,0
3.844084,21.38,0
2.482158,21.38,0
3.345528,21.38,0
2.532954,21.38,0
2.818763,21.38,0
2.714833,21.38,0
1.797508,21.38,0
3.316976,21.38,0
4.128795,21.38,0
2.10736,21.38,0
1.763515,21.38,0
2.482158,21.38,1
2.879966,21.38,1
2.513895,21.38,1
2.006735,21.38,1
2.744272,21.38,1
2.336498,21.38,1
2.661762,21.38,1
2.818763,21.38,1
2.708988,21.38,1
1.295279,21.38,1
2.276355,21.38,1
3.458014,21.38,1
3.719849,21.38,1
3.149589,21.38,1
2.322886,21.38,1
2.722524,21.38,1
2.24656,21.38,1
2.661758,21.38,1
2.9728,21.38,1
2.835582,21.38,1
2.475764,21.38,1
3.051744,21.38,1
3.124325,21.38,1
3.458017,21.38,1
2.679569,21.38,1
2.780146,21.38,1
2.655803,21.38,1
3.199531,21.38,1
4.314514,21.38,1
3.111612,21.38,1
3.615513,21.38,1
3.762227,21.38,1
2.655798,21.38,1
2.437043,21.38,1
2.780146,21.38,1
4.075392,21.38,1
2.994056,21.38,1
2.714837,21.38,1
3.724109,21.38,1
2.665458,21.38,1
1.946578,21.38,1
3.497075,21.38,1
2.310913,21.38,1
2.691378,21.38,1
2.635553,21.38,1
2.829983,21.38,1
2.26763,21.38,1
2.52019,21.38,1
2.129644,21.38,1
2.347782,21.38,1
1.420893,21.38,1
1.375532,21.38,1
2.038353,21.38,1
3.562508,21.38,1
2.68548,21.38,1
2.258874,21.38,1
2.260627,21.38,1
1.267001,21.38,1
2.679567,21.38,1
2.922111,21.38,1
2.493528,21.38,1
3.354992,21.38,1
2.643833,21.38,1
3.862595,21.38,1
3.593526,21.38,1
3.312192,21.38,1
2.295424,21.38,1
2.896431,21.38,1
2.655794,21.38,1
3.377398,21.38,1
2.685476,21.38,1
2.846742,21.38,1
2.703129,21.38,1
2.469356,21.38,1
2.501253,21.38,1
2.295429,21.38,1
2.835578,21.38,1
2.595139,21.38,1
2.835582,21.38,1
2.867341,21.38,1
2.835578,21.38,1
3.041342,21.38,1
2.67365,21.38,1
2.469351,21.38,1
2.863405,21.38,1
2.655794,21.38,1
1.875213,21.38,1
3.345528,21.38,1
2.673647,21.39,1
2.744274,21.38,1
3.030895,21.38,1
3.109061,21.38,1
2.26763,21.38,1
2.267632,21.38,1
1.932884,21.38,1
4.381555,21.43,1
2.863401,21.48,1
2.726489,21.44,1
2.643833,21.38,1
3.155876,21.4,1
3.154621,21.48,1
3.164656,21.46,1
4.083163,21.4,1
3.194573,21.38,1
3.302603,21.4,1
2.584937,21.48,1
2.868929,21.48,1
3.026791,21.46,1
2.625786,21.43,1
3.143293,21.48,1
2.679567,21.48,1
2.607605,21.38,1
2.469351,21.48,1
2.836755,21.48,1
1.875404,21.48,1
2.274616,21.48,1
2.874452,21.48,1
3.849234,21.48,1
3.302603,21.48,1
0.9801409,21.48,1
0.4851382,21.48,1
2.824374,21.48,1
2.983448,21.48,1
3.485417,21.48,1
2.285041,21.48,1
2.540768,21.48,1
2.48854,21.48,0
2.475764,21.48,0
2.046115,21.48,0
2.818757,21.48,0
2.649819,21.48,0
3.854381,21.48,0
2.667708,21.48,0
3.209425,21.47,0
3.859517,21.48,0
2.857858,21.48,0
4.083163,21.48,0
2.655803,21.48,0
4.520071,21.48,0
2.494903,21.48,0
3.159645,21.48,0
2.288511,21.48,0
3.004624,21.48,0
2.69138,21.48,0
3.16215,21.48,0
2.50758,21.48,0
4.087045,21.48,0
1.983165,21.47,0
2.714833,21.49,0
2.637826,21.48,0
3.833758,21.48,0
2.246557,21.48,0
3.448836,21.48,0
2.88546,21.48,0
