'MagX','MagY',MagZ','Health',,,,,0
387,30,674,1,,,,,
389,31,669,1,,,,,
389,31,672,1,,,,,
387,32,671,1,,,,,
389,31,671,1,,,,,
389,32,672,1,,,,,
388,25,673,1,,,,,
387,28,673,1,,,,,
387,30,673,1,,,,,
387,30,673,1,,,,,
388,31,671,1,,,,,
387,27,672,1,,,,,
389,27,674,1,,,,,
388,31,675,1,,,,,
389,29,675,1,,,,,
391,30,673,1,,,,,
391,27,675,1,,,,,
390,32,673,1,,,,,
389,33,673,1,,,,,
390,35,675,1,,,,,
391,32,673,1,,,,,
388,29,673,1,,,,,
389,31,673,1,,,,,
390,29,669,1,,,,,
392,34,669,1,,,,,
390,34,668,1,,,,,
389,27,670,1,,,,,
389,29,666,1,,,,,
390,26,671,1,,,,,
387,28,672,1,,,,,
387,30,666,1,,,,,
387,28,670,1,,,,,
388,28,672,1,,,,,
386,27,674,1,,,,,
387,31,671,1,,,,,
386,29,667,1,,,,,
386,31,667,1,,,,,
385,33,665,1,,,,,
386,29,664,1,,,,,
385,28,664,1,,,,,
386,33,669,1,,,,,
387,29,668,1,,,,,
387,29,669,1,,,,,
388,29,665,1,,,,,
388,31,666,1,,,,,
388,28,666,1,,,,,
386,26,669,1,,,,,
387,29,667,1,,,,,
384,30,664,1,,,,,
386,29,664,1,,,,,
387,32,665,1,,,,,
387,28,666,1,,,,,
388,29,665,1,,,,,
384,28,669,1,,,,,
384,27,667,1,,,,,
384,30,672,1,,,,,
380,26,672,1,,,,,
385,29,668,1,,,,,
385,25,670,1,,,,,
385,27,664,1,,,,,
389,28,670,1,,,,,
388,27,676,1,,,,,
388,28,670,1,,,,,
388,23,669,1,,,,,
389,27,666,1,,,,,
390,25,668,1,,,,,
389,24,669,1,,,,,
385,25,671,1,,,,,
384,28,665,1,,,,,
385,30,665,1,,,,,
383,28,666,1,,,,,
383,27,670,1,,,,,
385,25,668,1,,,,,
387,19,666,1,,,,,
389,20,667,1,,,,,
390,28,669,1,,,,,
387,24,663,1,,,,,
386,29,666,1,,,,,
387,29,670,1,,,,,
387,31,671,1,,,,,
382,27,669,1,,,,,
383,26,670,1,,,,,
385,29,670,1,,,,,
386,26,673,1,,,,,
386,30,671,1,,,,,
388,27,671,1,,,,,
388,26,675,1,,,,,
386,26,673,1,,,,,
388,26,673,1,,,,,
387,28,673,1,,,,,
391,26,674,1,,,,,
389,28,670,1,,,,,
391,28,671,1,,,,,
389,26,671,1,,,,,
388,27,668,1,,,,,
387,30,668,1,,,,,
385,26,670,1,,,,,
387,28,666,1,,,,,
388,23,673,1,,,,,
388,27,670,1,,,,,
386,32,674,1,,,,,
386,28,671,1,,,,,
389,29,671,1,,,,,
390,31,674,1,,,,,
391,31,668,1,,,,,
390,32,671,1,,,,,
386,27,677,1,,,,,
389,36,670,1,,,,,
388,31,668,1,,,,,
386,30,670,1,,,,,
386,31,668,1,,,,,
388,28,671,1,,,,,
386,25,672,1,,,,,
386,27,668,1,,,,,
387,30,668,1,,,,,
387,31,673,0,,,,,
388,27,674,0,,,,,
388,27,671,0,,,,,
391,29,670,0,,,,,
390,34,671,0,,,,,
390,32,671,0,,,,,
389,30,674,0,,,,,
388,30,672,0,,,,,
387,30,673,0,,,,,
391,31,674,0,,,,,
388,31,675,0,,,,,
389,32,676,0,,,,,
388,28,676,0,,,,,
388,27,675,0,,,,,
391,28,673,0,,,,,
390,27,675,0,,,,,
386,30,681,0,,,,,
386,29,673,0,,,,,
391,31,676,0,,,,,
391,29,674,0,,,,,
390,31,671,0,,,,,
390,29,670,0,,,,,
391,31,670,0,,,,,
388,27,670,0,,,,,
389,31,672,0,,,,,
390,30,673,0,,,,,
390,30,671,0,,,,,
388,31,671,0,,,,,
389,31,670,0,,,,,
388,33,668,0,,,,,
390,35,674,0,,,,,
389,32,670,0,,,,,
389,31,674,0,,,,,
387,32,672,0,,,,,
386,33,672,0,,,,,
386,33,671,0,,,,,
384,29,668,0,,,,,
387,30,671,0,,,,,
389,27,674,0,,,,,
386,30,675,0,,,,,
385,33,678,0,,,,,
383,30,676,0,,,,,
384,32,675,0,,,,,
384,33,673,0,,,,,
385,32,670,0,,,,,
387,32,674,0,,,,,
389,33,676,0,,,,,
387,31,675,0,,,,,
389,30,674,0,,,,,
390,31,670,0,,,,,
388,31,670,0,,,,,
386,30,669,0,,,,,
389,30,672,0,,,,,
387,32,672,0,,,,,
390,30,671,0,,,,,
390,30,672,0,,,,,
388,31,676,0,,,,,
389,27,674,0,,,,,
386,28,675,0,,,,,
387,32,676,0,,,,,
387,31,672,0,,,,,
385,27,677,0,,,,,
385,29,678,0,,,,,
387,28,677,0,,,,,
388,30,677,0,,,,,
387,26,679,0,,,,,
387,25,676,0,,,,,
385,29,675,0,,,,,
386,30,671,0,,,,,
388,30,676,0,,,,,
386,28,672,0,,,,,
385,30,673,0,,,,,
389,27,672,0,,,,,
390,28,670,0,,,,,
390,30,673,0,,,,,
392,28,674,0,,,,,
389,27,677,0,,,,,
389,31,673,0,,,,,
389,29,673,0,,,,,
388,29,674,0,,,,,
390,28,677,0,,,,,
390,29,677,0,,,,,
392,29,678,0,,,,,
390,30,675,0,,,,,
388,32,675,0,,,,,
388,31,677,0,,,,,
388,25,676,0,,,,,
389,30,674,0,,,,,
389,31,676,0,,,,,
390,31,678,0,,,,,
389,31,675,0,,,,,
386,31,671,0,,,,,
387,30,674,0,,,,,
391,29,669,0,,,,,
390,31,670,0,,,,,
390,31,669,0,,,,,
386,29,672,0,,,,,
384,29,670,0,,,,,
387,30,671,0,,,,,
387,31,676,0,,,,,
388,31,674,0,,,,,
385,29,677,0,,,,,
385,28,672,0,,,,,
387,32,674,0,,,,,
385,28,673,0,,,,,
385,29,677,0,,,,,
387,29,676,0,,,,,
385,29,671,0,,,,,
388,30,671,0,,,,,
387,32,671,0,,,,,
387,29,675,0,,,,,
384,29,676,0,,,,,
381,29,680,0,,,,,
382,26,674,0,,,,,
387,31,671,0,,,,,
386,29,675,0,,,,,
386,30,676,0,,,,,
387,32,680,0,,,,,
386,29,673,0,,,,,
387,32,673,0,,,,,
390,31,671,0,,,,,
387,27,675,0,,,,,
392,27,675,0,,,,,
391,28,676,0,,,,,
387,29,675,0,,,,,
389,28,682,0,,,,,
388,27,676,0,,,,,
390,26,677,0,,,,,
388,29,677,0,,,,,
391,27,679,0,,,,,
387,29,681,0,,,,,
385,28,682,0,,,,,
386,28,678,0,,,,,
387,25,678,0,,,,,
388,27,679,0,,,,,
385,28,678,0,,,,,
388,25,679,0,,,,,
389,26,677,0,,,,,
388,27,679,0,,,,,
387,26,684,0,,,,,
385,29,683,0,,,,,
386,28,680,0,,,,,
386,29,680,0,,,,,
387,28,677,0,,,,,
388,30,678,0,,,,,
386,30,678,0,,,,,
384,27,676,0,,,,,
385,31,679,0,,,,,
384,28,678,0,,,,,
384,26,678,0,,,,,
386,31,678,0,,,,,
387,29,677,0,,,,,
384,26,677,0,,,,,
387,28,679,0,,,,,
387,26,681,0,,,,,
384,27,681,0,,,,,
384,27,682,0,,,,,
388,28,679,0,,,,,
386,27,678,0,,,,,
385,30,677,0,,,,,
384,31,676,0,,,,,
384,30,679,0,,,,,
388,31,680,0,,,,,
384,30,682,0,,,,,
382,31,685,0,,,,,
384,31,684,0,,,,,
385,29,684,0,,,,,
383,30,684,0,,,,,
384,29,683,0,,,,,
384,30,681,0,,,,,
385,30,677,0,,,,,
383,30,678,0,,,,,
386,29,677,0,,,,,
385,28,679,0,,,,,
387,31,681,0,,,,,
387,29,682,0,,,,,
385,30,684,0,,,,,
386,33,678,0,,,,,
385,30,677,0,,,,,
386,31,676,0,,,,,
386,29,677,0,,,,,
387,28,678,0,,,,,
385,28,675,0,,,,,
385,29,678,0,,,,,
386,31,676,0,,,,,
385,28,680,0,,,,,
385,28,678,0,,,,,
384,29,678,0,,,,,
387,29,677,0,,,,,
385,29,682,0,,,,,
385,31,680,0,,,,,
384,30,682,0,,,,,
385,30,680,0,,,,,
383,30,680,0,,,,,
385,31,682,0,,,,,
382,33,677,0,,,,,
383,29,678,0,,,,,
382,29,676,0,,,,,
385,31,674,0,,,,,
383,32,674,0,,,,,
380,29,674,1,,,,,
381,28,674,1,,,,,
386,30,671,1,,,,,
386,29,674,1,,,,,
384,30,676,1,,,,,
383,30,674,1,,,,,
387,32,672,1,,,,,
387,30,674,1,,,,,
387,30,679,1,,,,,
385,31,678,1,,,,,
385,28,676,1,,,,,
385,30,678,1,,,,,
384,27,674,1,,,,,
386,27,677,1,,,,,
385,32,671,1,,,,,
386,28,678,1,,,,,
384,26,674,1,,,,,
386,29,676,1,,,,,
384,27,673,1,,,,,
385,29,675,1,,,,,
388,28,676,1,,,,,
385,28,677,1,,,,,
388,25,678,1,,,,,
385,26,677,1,,,,,
386,25,677,1,,,,,
384,28,676,1,,,,,
385,26,677,1,,,,,
386,29,681,1,,,,,
384,29,682,1,,,,,
383,30,681,1,,,,,
384,28,679,1,,,,,
384,28,680,1,,,,,
387,28,674,1,,,,,
387,30,676,1,,,,,
386,31,677,1,,,,,
386,30,673,1,,,,,
381,25,677,1,,,,,
383,26,678,1,,,,,
384,26,682,1,,,,,
384,30,677,1,,,,,
382,30,673,1,,,,,
380,31,677,1,,,,,
381,32,680,1,,,,,
382,31,680,1,,,,,
385,32,677,1,,,,,
385,29,681,1,,,,,
383,27,680,1,,,,,
387,28,677,1,,,,,
385,30,675,1,,,,,
384,30,677,1,,,,,
385,31,671,1,,,,,
385,32,674,1,,,,,
383,29,678,1,,,,,
383,28,680,1,,,,,
380,31,676,1,,,,,
382,30,676,1,,,,,
384,29,679,1,,,,,
384,28,676,1,,,,,
384,32,677,1,,,,,
385,33,678,1,,,,,
385,32,680,1,,,,,
385,31,678,1,,,,,
384,32,675,1,,,,,
384,34,674,1,,,,,
383,34,675,1,,,,,
385,32,675,1,,,,,
387,32,675,1,,,,,
385,30,682,1,,,,,
388,27,680,1,,,,,
390,29,678,1,,,,,
384,32,676,1,,,,,
386,27,680,1,,,,,
386,31,677,1,,,,,
388,31,678,1,,,,,
387,29,680,1,,,,,
388,33,680,1,,,,,
387,32,677,1,,,,,
391,32,681,1,,,,,
389,32,679,1,,,,,
386,35,679,1,,,,,
388,35,683,1,,,,,
389,33,680,1,,,,,
386,33,677,1,,,,,
388,29,675,1,,,,,
386,33,677,1,,,,,
388,29,677,1,,,,,
385,26,684,1,,,,,
386,26,685,1,,,,,
385,27,682,1,,,,,
386,32,680,1,,,,,
386,30,680,1,,,,,
386,29,678,1,,,,,
386,31,677,1,,,,,
387,30,680,1,,,,,
384,34,680,1,,,,,
384,33,680,1,,,,,
385,31,677,1,,,,,
386,31,680,1,,,,,
384,31,679,1,,,,,
382,31,678,1,,,,,
384,34,678,1,,,,,
386,29,677,1,,,,,
385,30,679,1,,,,,
388,28,679,1,,,,,
387,30,680,1,,,,,
386,29,677,1,,,,,
384,30,677,1,,,,,
382,31,679,1,,,,,
383,30,683,1,,,,,
385,31,677,1,,,,,
385,29,683,1,,,,,
385,30,682,1,,,,,
384,29,679,1,,,,,
386,31,681,1,,,,,
384,32,680,1,,,,,
385,28,682,1,,,,,
385,25,681,1,,,,,
387,28,682,1,,,,,
386,30,682,1,,,,,
388,36,680,1,,,,,
388,33,682,1,,,,,
385,30,681,1,,,,,
380,28,678,1,,,,,
384,29,679,1,,,,,
383,29,681,1,,,,,
385,31,676,1,,,,,
385,26,683,1,,,,,
386,29,684,1,,,,,
385,27,687,1,,,,,
384,31,681,1,,,,,
385,33,681,1,,,,,
385,27,685,1,,,,,
387,27,679,1,,,,,
387,29,679,1,,,,,
386,32,681,1,,,,,
385,31,676,1,,,,,
384,31,680,1,,,,,
384,28,681,1,,,,,
381,27,683,1,,,,,
386,28,682,1,,,,,
384,33,680,1,,,,,
382,31,683,1,,,,,
384,30,678,1,,,,,
386,30,679,1,,,,,
387,33,678,1,,,,,
384,31,676,1,,,,,
384,31,678,1,,,,,
384,31,672,1,,,,,
386,30,674,1,,,,,
386,32,678,1,,,,,
388,33,676,1,,,,,
388,31,677,1,,,,,
388,31,679,1,,,,,
388,29,676,1,,,,,
388,34,674,1,,,,,
388,29,673,1,,,,,
386,28,675,1,,,,,
384,29,680,1,,,,,
385,29,680,1,,,,,
383,31,680,1,,,,,
386,34,679,1,,,,,
385,30,673,1,,,,,
387,35,674,1,,,,,
387,31,676,1,,,,,
386,32,673,1,,,,,
386,31,672,1,,,,,
385,29,671,1,,,,,
387,30,672,1,,,,,
389,29,673,1,,,,,
385,32,674,1,,,,,
383,33,676,1,,,,,
385,31,678,1,,,,,
384,32,677,1,,,,,
384,30,678,1,,,,,
386,33,673,1,,,,,
386,36,680,1,,,,,
385,35,678,1,,,,,
387,32,680,1,,,,,
387,31,674,1,,,,,
387,32,674,1,,,,,
388,32,682,1,,,,,
387,31,681,1,,,,,
386,29,674,1,,,,,
385,29,675,1,,,,,
384,32,672,1,,,,,
385,34,672,1,,,,,
386,32,674,1,,,,,
384,33,678,1,,,,,
384,33,676,1,,,,,
387,34,676,1,,,,,
385,33,679,1,,,,,
387,34,675,1,,,,,
390,33,673,1,,,,,
387,33,675,1,,,,,
389,31,675,1,,,,,
389,33,674,1,,,,,
385,35,675,1,,,,,
388,33,677,1,,,,,
386,32,678,1,,,,,
387,32,677,1,,,,,
387,32,675,1,,,,,
388,28,675,1,,,,,
390,29,680,1,,,,,
388,28,680,1,,,,,
389,30,679,1,,,,,
390,30,678,1,,,,,
386,28,680,1,,,,,
386,32,676,1,,,,,
384,31,676,1,,,,,
387,31,676,1,,,,,
387,30,672,1,,,,,
388,29,674,1,,,,,
386,26,673,1,,,,,
385,28,676,1,,,,,
387,32,672,1,,,,,
388,29,676,1,,,,,
385,28,675,1,,,,,
387,29,671,1,,,,,
386,28,676,1,,,,,
386,28,676,1,,,,,
384,29,679,1,,,,,
387,28,675,1,,,,,
387,30,677,1,,,,,
384,29,679,1,,,,,
389,28,677,1,,,,,
388,28,671,1,,,,,
385,28,674,1,,,,,
387,30,672,1,,,,,
387,28,671,1,,,,,
388,33,670,1,,,,,
386,33,666,1,,,,,
386,31,675,1,,,,,
386,34,673,1,,,,,
387,32,672,1,,,,,
384,30,668,1,,,,,
385,33,672,1,,,,,
385,30,674,1,,,,,
387,29,673,1,,,,,
387,27,669,1,,,,,
387,32,672,1,,,,,
385,33,671,1,,,,,
388,31,669,1,,,,,
389,33,669,1,,,,,
389,29,672,1,,,,,
386,28,675,1,,,,,
389,29,676,1,,,,,
385,29,674,1,,,,,
388,32,674,1,,,,,
388,32,675,1,,,,,
388,31,672,1,,,,,
388,34,671,1,,,,,
388,31,670,1,,,,,
388,35,668,1,,,,,
389,34,671,1,,,,,
387,33,669,1,,,,,
387,33,672,1,,,,,
388,31,675,1,,,,,
388,32,671,1,,,,,
387,30,673,1,,,,,
389,29,672,1,,,,,
388,27,677,1,,,,,
385,26,674,1,,,,,
388,30,676,1,,,,,
385,28,673,1,,,,,
384,32,674,1,,,,,
387,32,673,1,,,,,
382,30,673,1,,,,,
383,28,674,1,,,,,
382,30,673,1,,,,,
383,32,674,1,,,,,
387,31,674,1,,,,,
385,31,676,1,,,,,
385,30,671,1,,,,,
387,30,672,1,,,,,
385,31,673,1,,,,,
386,30,671,1,,,,,
387,30,673,1,,,,,
386,30,673,1,,,,,
385,30,675,1,,,,,
385,33,673,1,,,,,
383,33,671,1,,,,,
384,30,672,1,,,,,
384,29,672,1,,,,,
385,29,674,1,,,,,
388,31,672,1,,,,,
387,29,668,1,,,,,
384,29,672,1,,,,,
387,30,673,1,,,,,
385,27,670,1,,,,,
388,31,672,1,,,,,
385,34,673,1,,,,,
388,28,674,1,,,,,
385,30,671,1,,,,,
385,27,673,1,,,,,
386,29,673,1,,,,,
387,32,676,1,,,,,
390,30,673,1,,,,,
389,30,674,1,,,,,
389,28,670,1,,,,,
387,28,666,1,,,,,
389,29,669,1,,,,,
388,25,671,1,,,,,
388,29,673,1,,,,,
390,30,671,1,,,,,
387,28,672,1,,,,,
388,28,672,1,,,,,
385,26,672,1,,,,,
384,28,672,1,,,,,
388,28,671,1,,,,,
388,32,672,1,,,,,
390,32,670,1,,,,,
386,32,670,1,,,,,
388,30,667,1,,,,,
387,26,664,1,,,,,
387,29,667,1,,,,,
388,29,672,1,,,,,
387,28,677,1,,,,,
387,29,673,1,,,,,
387,30,678,1,,,,,
388,32,674,1,,,,,
388,31,673,1,,,,,
389,34,674,1,,,,,
387,34,672,1,,,,,
389,29,676,1,,,,,
389,32,672,1,,,,,
387,33,675,1,,,,,
388,31,673,1,,,,,
388,26,673,1,,,,,
389,28,674,1,,,,,
390,30,673,1,,,,,
387,30,676,1,,,,,
386,29,672,1,,,,,
387,26,670,1,,,,,
384,28,672,1,,,,,
385,33,668,1,,,,,
385,31,666,1,,,,,
388,30,668,1,,,,,
388,29,675,1,,,,,
386,29,673,1,,,,,
386,30,671,1,,,,,
387,29,671,1,,,,,
386,28,674,1,,,,,
384,28,676,1,,,,,
386,29,675,1,,,,,
386,30,671,1,,,,,
384,31,666,1,,,,,
386,27,672,1,,,,,
387,28,677,1,,,,,
386,29,674,1,,,,,
385,29,676,1,,,,,
385,32,674,1,,,,,
385,32,672,1,,,,,
381,34,675,1,,,,,
384,31,669,1,,,,,
382,34,672,1,,,,,
383,34,671,1,,,,,
385,30,675,1,,,,,
385,32,672,1,,,,,
387,29,670,1,,,,,
387,31,670,1,,,,,
386,31,671,1,,,,,
387,30,677,1,,,,,
386,27,676,1,,,,,
384,30,675,1,,,,,
388,31,677,1,,,,,
387,31,678,1,,,,,
387,26,675,1,,,,,
391,26,675,1,,,,,
388,28,676,1,,,,,
391,29,677,1,,,,,
391,28,674,1,,,,,
388,27,675,1,,,,,
388,29,668,1,,,,,
388,27,673,1,,,,,
388,28,670,1,,,,,
389,31,672,1,,,,,
387,27,670,1,,,,,
388,27,671,1,,,,,
386,28,674,1,,,,,
388,31,673,1,,,,,
388,30,669,1,,,,,
387,29,678,1,,,,,
382,29,672,1,,,,,
383,31,671,1,,,,,
385,29,669,1,,,,,
386,31,673,1,,,,,
386,30,673,1,,,,,
385,29,674,1,,,,,
383,26,669,1,,,,,
383,31,668,1,,,,,
383,29,669,1,,,,,
383,26,671,1,,,,,
384,29,670,1,,,,,
387,31,673,1,,,,,
387,31,673,1,,,,,
389,32,671,1,,,,,
385,28,674,1,,,,,
387,28,673,1,,,,,
384,26,671,1,,,,,
388,28,670,1,,,,,
387,28,673,1,,,,,
389,28,678,1,,,,,
388,26,675,1,,,,,
387,27,672,1,,,,,
385,27,671,1,,,,,
383,28,674,1,,,,,
385,28,671,1,,,,,
385,26,671,1,,,,,
382,25,669,1,,,,,
384,26,664,1,,,,,
385,27,665,1,,,,,
382,25,670,1,,,,,
388,27,671,1,,,,,
387,25,670,1,,,,,
387,25,671,1,,,,,
385,23,670,1,,,,,
384,25,676,1,,,,,
386,26,676,1,,,,,
386,26,677,1,,,,,
387,27,675,1,,,,,
384,23,675,1,,,,,
385,22,677,1,,,,,
388,24,671,1,,,,,
387,25,676,1,,,,,
386,24,675,1,,,,,
391,25,671,1,,,,,
390,24,673,1,,,,,
389,25,674,1,,,,,
391,25,671,1,,,,,
387,27,670,1,,,,,
387,29,669,1,,,,,
389,27,671,1,,,,,
387,24,670,1,,,,,
388,25,674,1,,,,,
387,28,675,1,,,,,
387,28,674,1,,,,,
387,26,673,1,,,,,
389,29,677,1,,,,,
389,27,678,1,,,,,
388,29,676,1,,,,,
391,27,678,1,,,,,
390,27,672,1,,,,,
390,27,672,1,,,,,
389,26,676,1,,,,,
386,28,678,1,,,,,
387,29,677,1,,,,,
388,29,676,1,,,,,
387,30,672,1,,,,,
386,25,677,1,,,,,
389,26,674,1,,,,,
390,23,674,1,,,,,
388,21,676,1,,,,,
389,23,677,1,,,,,
388,25,674,1,,,,,
389,25,672,1,,,,,
390,24,674,1,,,,,
387,24,674,1,,,,,
389,24,673,1,,,,,
388,26,669,1,,,,,
387,27,667,1,,,,,
386,26,670,1,,,,,
387,25,671,1,,,,,
387,28,673,1,,,,,
388,26,673,1,,,,,
386,27,675,1,,,,,
385,30,674,1,,,,,
385,29,677,1,,,,,
386,29,678,1,,,,,
384,28,679,1,,,,,
384,31,681,1,,,,,
385,33,678,1,,,,,
387,31,677,1,,,,,
384,30,674,1,,,,,
384,29,669,1,,,,,
386,30,673,1,,,,,
388,32,672,1,,,,,
389,29,673,1,,,,,
390,29,671,1,,,,,
390,27,672,1,,,,,
387,27,672,1,,,,,
389,28,674,1,,,,,
388,26,670,1,,,,,
388,26,673,1,,,,,
387,27,677,1,,,,,
385,31,675,1,,,,,
387,33,678,1,,,,,
387,29,677,1,,,,,
386,29,674,1,,,,,
386,30,674,1,,,,,
388,31,673,1,,,,,
386,30,676,1,,,,,
386,32,678,1,,,,,
388,29,677,1,,,,,
388,30,677,1,,,,,
388,32,676,1,,,,,
388,34,676,1,,,,,
387,33,681,1,,,,,
390,33,676,1,,,,,
389,32,674,1,,,,,
391,34,675,1,,,,,
389,33,671,1,,,,,
390,31,674,1,,,,,
390,31,673,1,,,,,
389,29,671,1,,,,,
387,27,671,1,,,,,
390,30,673,1,,,,,
387,30,674,1,,,,,
385,30,673,1,,,,,
387,29,671,1,,,,,
388,29,673,1,,,,,
386,29,670,1,,,,,
388,28,671,1,,,,,
388,28,672,1,,,,,
390,29,668,1,,,,,
387,30,667,1,,,,,
387,29,676,1,,,,,
388,29,676,1,,,,,
387,30,673,1,,,,,
387,31,673,1,,,,,
389,30,672,1,,,,,
387,29,675,1,,,,,
390,29,674,1,,,,,
390,27,673,1,,,,,
389,26,676,1,,,,,
388,30,675,1,,,,,
389,27,672,1,,,,,
388,28,669,1,,,,,
389,30,667,1,,,,,
387,28,672,1,,,,,
389,32,672,1,,,,,
385,30,671,1,,,,,
389,26,670,1,,,,,
389,31,667,1,,,,,
389,29,667,1,,,,,
387,31,666,1,,,,,
389,34,668,1,,,,,
388,29,669,1,,,,,
391,31,670,1,,,,,
389,30,672,1,,,,,
388,30,668,1,,,,,
387,30,674,1,,,,,
387,28,676,1,,,,,
387,29,674,1,,,,,
385,28,676,1,,,,,
386,32,677,1,,,,,
385,31,675,1,,,,,
386,29,671,1,,,,,
388,30,672,1,,,,,
385,28,678,1,,,,,
387,31,675,1,,,,,
389,33,674,1,,,,,
388,28,673,1,,,,,
385,28,670,1,,,,,
386,27,670,1,,,,,
385,28,673,1,,,,,
386,33,673,1,,,,,
385,31,672,1,,,,,
386,32,670,1,,,,,
387,29,673,1,,,,,
388,30,671,1,,,,,
387,30,675,1,,,,,
389,27,668,1,,,,,
388,28,671,1,,,,,
387,29,673,1,,,,,
387,28,672,1,,,,,
387,28,672,1,,,,,
385,28,668,1,,,,,
387,30,669,1,,,,,
388,28,673,1,,,,,
387,27,674,1,,,,,
388,28,672,1,,,,,
388,28,672,1,,,,,
388,27,676,1,,,,,
387,30,673,1,,,,,
384,30,669,1,,,,,
386,31,671,1,,,,,
383,29,673,1,,,,,
385,30,670,1,,,,,
385,34,672,1,,,,,
386,34,675,1,,,,,
389,32,678,1,,,,,
386,26,675,1,,,,,
387,31,673,1,,,,,
386,28,677,1,,,,,
386,28,671,1,,,,,
388,26,671,1,,,,,
390,26,671,1,,,,,
388,28,670,1,,,,,
388,29,671,1,,,,,
391,30,669,1,,,,,
392,30,669,1,,,,,
392,31,670,1,,,,,
392,29,671,1,,,,,
386,30,672,1,,,,,
386,28,670,1,,,,,
388,30,670,1,,,,,
388,30,667,1,,,,,
391,29,670,1,,,,,
390,28,671,1,,,,,
390,29,671,1,,,,,
386,33,668,1,,,,,
388,32,669,1,,,,,
390,32,669,1,,,,,
389,29,675,1,,,,,
387,28,675,1,,,,,
387,31,670,1,,,,,
386,26,672,1,,,,,
387,29,674,1,,,,,
390,29,674,1,,,,,
390,31,671,1,,,,,
390,30,673,1,,,,,
387,29,673,1,,,,,
388,30,676,1,,,,,
386,29,678,1,,,,,
386,29,677,1,,,,,
387,30,674,1,,,,,
387,31,673,1,,,,,
389,27,672,1,,,,,
387,27,673,1,,,,,
390,28,673,1,,,,,
389,27,674,1,,,,,
387,27,674,1,,,,,
388,28,675,1,,,,,
388,24,672,1,,,,,
385,29,672,1,,,,,
387,32,667,1,,,,,
388,30,668,1,,,,,
390,30,670,1,,,,,
389,28,670,1,,,,,
388,30,671,1,,,,,
388,28,676,1,,,,,
389,27,673,1,,,,,
391,26,671,1,,,,,
391,26,671,1,,,,,
388,29,671,1,,,,,
386,29,676,1,,,,,
388,28,678,1,,,,,
386,31,680,1,,,,,
385,33,677,1,,,,,
387,32,675,1,,,,,
386,32,678,1,,,,,
385,30,681,1,,,,,
383,31,674,1,,,,,
385,32,681,1,,,,,
387,31,681,1,,,,,
385,34,674,1,,,,,
384,33,677,1,,,,,
384,31,678,1,,,,,
386,31,679,1,,,,,
388,33,678,1,,,,,
390,35,675,1,,,,,
388,31,675,1,,,,,
385,31,670,1,,,,,
388,29,677,1,,,,,
389,29,672,1,,,,,
390,31,672,1,,,,,
390,29,675,1,,,,,
393,29,677,1,,,,,
390,28,673,1,,,,,
389,30,678,1,,,,,
390,30,672,1,,,,,
389,29,668,1,,,,,
387,28,670,1,,,,,
391,30,671,1,,,,,
394,30,670,1,,,,,
391,32,672,1,,,,,
389,31,675,1,,,,,
388,28,676,1,,,,,
392,31,674,1,,,,,
391,33,674,1,,,,,
392,32,672,1,,,,,
391,32,673,1,,,,,
392,31,672,1,,,,,
390,31,670,1,,,,,
392,32,671,1,,,,,
391,31,672,1,,,,,
390,28,667,1,,,,,
391,30,670,1,,,,,
390,32,669,1,,,,,
392,33,669,1,,,,,
392,34,666,1,,,,,
389,31,673,1,,,,,
391,37,673,1,,,,,
391,35,671,1,,,,,
389,33,674,1,,,,,
394,30,673,1,,,,,
390,33,672,1,,,,,
393,30,670,1,,,,,
393,32,672,1,,,,,
395,35,670,1,,,,,
391,36,670,1,,,,,
393,33,677,1,,,,,
391,36,680,1,,,,,
391,34,680,1,,,,,
391,34,677,1,,,,,
392,34,672,1,,,,,
392,34,675,1,,,,,
391,32,674,1,,,,,
391,34,671,1,,,,,
390,34,678,1,,,,,
391,34,674,1,,,,,
389,34,677,1,,,,,
388,35,679,1,,,,,
390,33,676,1,,,,,
394,34,674,1,,,,,
393,35,673,1,,,,,
390,34,673,1,,,,,
389,33,672,1,,,,,
390,34,671,1,,,,,
390,39,673,1,,,,,
387,37,672,1,,,,,
388,32,675,1,,,,,
391,34,673,1,,,,,
393,36,672,1,,,,,
392,36,673,1,,,,,
392,35,672,1,,,,,
390,33,670,1,,,,,
391,33,671,1,,,,,
390,34,673,1,,,,,
392,34,671,1,,,,,
393,32,677,1,,,,,
391,31,674,1,,,,,
389,32,675,1,,,,,
390,32,678,1,,,,,
391,33,679,1,,,,,
390,34,677,1,,,,,
388,32,679,1,,,,,
390,31,678,1,,,,,
389,32,674,1,,,,,
390,35,674,1,,,,,
393,33,676,1,,,,,
391,32,674,1,,,,,
392,29,676,1,,,,,
390,31,677,1,,,,,
393,32,676,1,,,,,
392,34,677,1,,,,,
391,27,678,1,,,,,
392,31,677,1,,,,,
392,29,679,1,,,,,
394,27,675,1,,,,,
392,28,679,1,,,,,
392,25,677,1,,,,,
389,27,676,1,,,,,
387,27,676,1,,,,,
391,28,675,1,,,,,
390,29,678,1,,,,,
389,27,680,1,,,,,
391,31,677,1,,,,,
392,29,676,1,,,,,
392,36,676,1,,,,,
392,34,673,1,,,,,
392,29,676,1,,,,,
393,31,670,1,,,,,
390,30,673,1,,,,,
391,29,678,1,,,,,
392,30,681,1,,,,,
394,32,674,1,,,,,
394,32,673,1,,,,,
393,32,673,1,,,,,
391,29,676,1,,,,,
