'GyrX','GyrY','GyrZ','AccX','AccY','AccZ','T gyro','T acc','GHz','AHz','Health gyro','Health acc',,,,0
-0.0007446175,0.00148744,-0.0007020446,0.1839991,-0.2856416,-9.571653,26.17117,26.17117,1000,1000,0,1,,,,
-0.0001404578,0.001138666,-0.001177863,0.168236,-0.3057916,-9.559983,26.17253,26.17253,1000,1000,0,1,,,,
0.0003806661,0.001653218,-0.001290138,0.1628536,-0.2922826,-9.562097,26.17397,26.17397,1000,1000,0,1,,,,
-0.0005923751,0.0009646585,-0.001314076,0.1787011,-0.3040656,-9.558475,26.1752,26.1752,1000,1000,0,1,,,,
-0.000852824,0.001288627,-0.001065837,0.1689099,-0.3277282,-9.567753,26.17613,26.17613,1000,1000,0,1,,,,
-0.0003071628,0.00129846,-0.0007918699,0.1790638,-0.3077852,-9.554337,26.17695,26.17695,1000,1000,0,1,,,,
-0.001037415,0.001519166,-0.001084686,0.1713586,-0.3024502,-9.533093,26.17779,26.17779,1000,1000,0,1,,,,
-0.001411734,0.001215012,-0.0002885947,0.1866444,-0.2929991,-9.550617,26.17875,26.17875,1000,1000,0,1,,,,
-0.001586075,0.0006626997,-0.0006718826,0.1828396,-0.3025573,-9.551337,26.17965,26.17965,1000,1000,0,1,,,,
-0.001354001,0.001560074,-0.0003062455,0.1855412,-0.2992436,-9.562235,26.1806,26.1806,1000,1000,0,1,,,,
-0.0006567747,0.001299728,-0.0002075441,0.1727822,-0.3124097,-9.538715,26.18162,26.18162,1000,1000,0,1,,,,
-4.97E-05,0.001053271,-0.001077846,0.1437387,-0.2936283,-9.523587,26.18241,26.18241,1000,1000,0,1,,,,
-0.000884803,0.001112885,-0.0006355345,0.1846703,-0.2882998,-9.54517,26.18319,26.18319,1000,1000,0,1,,,,
-0.001029955,0.001678289,-0.0007009758,0.186853,-0.279665,-9.546209,26.18398,26.18398,1000,1000,0,1,,,,
-0.0007951503,0.0003430343,-0.0007515542,0.1842545,-0.2763336,-9.562454,26.1848,26.1848,1000,1000,0,1,,,,
-0.001093826,0.001352739,-0.0003335375,0.1715496,-0.3019252,-9.551225,26.18558,26.18558,1000,1000,0,1,,,,
-0.0001471968,0.001216416,-0.001173249,0.1756503,-0.2833615,-9.563974,26.18595,26.18595,1000,1000,0,1,,,,
0.0004547542,0.00176534,-0.001227968,0.1711063,-0.292203,-9.549515,26.18633,26.18633,1000,1000,0,1,,,,
0.0002019473,0.001677996,-0.001056746,0.1803609,-0.2890003,-9.559512,26.18652,26.18652,1000,1000,0,1,,,,
-0.0002290744,0.0006602916,-0.001183035,0.1792114,-0.2865455,-9.558423,26.18684,26.18684,1000,1000,0,1,,,,
-3.33E-05,0.001063871,-0.001271323,0.1661606,-0.2921431,-9.546198,26.1873,26.1873,1000,1000,0,1,,,,
-0.0004939982,0.0009056912,-0.001162608,0.1690746,-0.3023704,-9.558938,26.188,26.188,1000,1000,0,1,,,,
-0.0007944132,0.0008319169,-0.0007774631,0.1795572,-0.3063924,-9.546222,26.18866,26.18866,1000,1000,0,1,,,,
-0.000783531,0.001372506,-0.0005765985,0.1635068,-0.3048065,-9.549093,26.18918,26.18918,1000,1000,0,1,,,,
-0.001331998,0.0007827707,-0.0002438986,0.1855188,-0.3047827,-9.553789,26.18961,26.18961,1000,1000,0,1,,,,
-0.0009815078,0.001508489,-0.0008048432,0.1871029,-0.3072742,-9.579012,26.18978,26.18978,1000,1000,0,1,,,,
-0.000645158,0.001145622,-0.0004915511,0.1866915,-0.3009928,-9.582173,26.18992,26.18992,1000,1000,0,1,,,,
-0.001004334,0.001155153,-0.0007270571,0.1615864,-0.2948115,-9.568363,26.19036,26.19036,1000,1000,0,1,,,,
-0.001518436,0.001059099,-0.0003193449,0.1765109,-0.2788616,-9.554722,26.19082,26.19082,1000,1000,0,1,,,,
-0.0005539572,0.0009025205,0.0001295461,0.1779091,-0.2841615,-9.541716,26.19107,26.19107,1000,1000,0,1,,,,
-0.0006336278,0.001093988,-0.0003706811,0.1814393,-0.2851072,-9.531851,26.19151,26.19151,1000,1000,0,1,,,,
-0.001027916,0.0006429894,-0.0004420429,0.1826057,-0.2893488,-9.536657,26.192,26.192,1000,1000,0,1,,,,
-0.001127939,0.0005552865,-0.0007898418,0.1829918,-0.2844326,-9.550798,26.19249,26.19249,1000,1000,0,1,,,,
-0.001167697,0.001565405,-0.0005768205,0.1722469,-0.2727499,-9.570534,26.19296,26.19296,1000,1000,0,1,,,,
-0.001385086,0.0006385694,-0.0008854913,0.1778558,-0.2877266,-9.544196,26.19326,26.19326,1000,1000,0,1,,,,
0.0002274749,0.0009033005,-0.0009322959,0.1598769,-0.2795233,-9.549352,26.1937,26.1937,1000,1000,0,1,,,,
-0.0002731805,0.002149595,-0.0006173435,0.1721117,-0.2936616,-9.553917,26.19416,26.19416,1000,1000,0,1,,,,
-0.0002835157,0.001665765,-0.001766074,0.1844393,-0.2983,-9.548961,26.19466,26.19466,1000,1000,0,1,,,,
0.0001955631,0.0008305461,-0.0009868543,0.1881546,-0.2967851,-9.544698,26.19516,26.19516,1000,1000,0,1,,,,
0.0001310994,0.0007763634,-0.0009102243,0.1534114,-0.2886688,-9.536839,26.1959,26.1959,1000,1000,0,1,,,,
0.000308336,0.001536574,-0.0009008215,0.1720144,-0.3035772,-9.540515,26.19666,26.19666,1000,1000,0,1,,,,
-0.0004369823,0.0012015,-0.0005147123,0.1863873,-0.2714879,-9.574484,26.19729,26.19729,1000,1000,0,1,,,,
-0.0007280094,0.001361115,-0.0007944313,0.184045,-0.273369,-9.555007,26.198,26.198,1000,1000,0,1,,,,
-0.0006542816,0.001294557,-0.00157154,0.1829143,-0.3066786,-9.553953,26.19876,26.19876,1000,1000,0,1,,,,
-0.001129838,0.001626982,-0.0005388753,0.189082,-0.2906129,-9.556681,26.19964,26.19964,1000,1000,0,1,,,,
-0.0005370111,0.001101909,-0.001196502,0.1667444,-0.310016,-9.562783,26.20043,26.20043,1000,1000,0,1,,,,
-0.000994592,0.00128684,-0.001025131,0.1704214,-0.2909997,-9.526861,26.20081,26.20081,1000,1000,0,1,,,,
-0.001463448,0.0004192384,-0.0002193396,0.1740299,-0.286528,-9.552695,26.201,26.201,1000,1000,0,1,,,,
-0.0009014925,0.0009479525,-0.0004213662,0.16998,-0.2874868,-9.58098,26.20143,26.20143,1000,1000,0,1,,,,
-0.0005138893,0.001132101,-0.000801313,0.1642903,-0.2875666,-9.574522,26.20215,26.20215,1000,1000,0,1,,,,
-0.0004139994,0.001624278,-0.0006654348,0.1773346,-0.2816105,-9.560725,26.20291,26.20291,1000,1000,0,1,,,,
-0.0003969407,0.001196974,-0.0001464815,0.1551906,-0.3030776,-9.543825,26.20384,26.20384,1000,1000,0,1,,,,
0.000122388,0.001046492,0.0003131063,0.1723568,-0.2984479,-9.552834,26.20461,26.20461,1000,1000,0,1,,,,
-0.0004981778,0.0009461797,-0.0006134179,0.179333,-0.2820818,-9.552886,26.20501,26.20501,1000,1000,0,1,,,,
-0.0004109123,0.001147022,-0.000829988,0.1794706,-0.2633989,-9.5375,26.20525,26.20525,1000,1000,0,1,,,,
-0.000842525,0.001486615,-0.0005586395,0.1659056,-0.2811577,-9.557503,26.20542,26.20542,1000,1000,0,1,,,,
-0.0003127292,0.0001202394,-0.001011029,0.1742544,-0.2919336,-9.551251,26.20562,26.20562,1000,1000,0,1,,,,
-0.0005280295,0.001340897,-0.0008263881,0.1693182,-0.2753914,-9.539897,26.2056,26.2056,1000,1000,0,1,,,,
-0.0005687467,0.0005934501,-0.0005003086,0.167328,-0.2928662,-9.565936,26.20562,26.20562,1000,1000,0,1,,,,
-0.0007270145,0.001310872,-0.001012579,0.1772209,-0.297712,-9.554242,26.20634,26.20634,1000,1000,0,1,,,,
-0.0005676124,0.001237665,-0.001096731,0.1630258,-0.2910971,-9.534347,26.20708,26.20708,1000,1000,0,1,,,,
-0.001402151,0.001558213,-0.0008426558,0.1666385,-0.2896329,-9.553895,26.20745,26.20745,1000,1000,0,1,,,,
-0.0002934203,0.001237182,-0.0007408144,0.1775589,-0.2801384,-9.572067,26.20764,26.20764,1000,1000,0,1,,,,
-0.001138613,0.0009522106,-0.0007815153,0.1884748,-0.2713283,-9.56008,26.20792,26.20792,1000,1000,0,1,,,,
-0.001150119,0.001380041,-0.0009889654,0.1797412,-0.2881834,-9.548257,26.20765,26.20765,1000,1000,0,1,,,,
-0.0006649919,0.001728609,-0.0005279814,0.1632557,-0.2964889,-9.547379,26.20728,26.20728,1000,1000,0,1,,,,
-0.0008849838,0.001184472,-0.001028345,0.1641264,-0.2993011,-9.569731,26.20726,26.20726,1000,1000,0,1,,,,
-0.0002090616,0.001243203,-0.0004330829,0.1834244,-0.3020633,-9.534988,26.20759,26.20759,1000,1000,0,1,,,,
-0.000990178,0.001888358,-0.0009530429,0.1750116,-0.2980363,-9.569786,26.20802,26.20802,1000,1000,0,1,,,,
-0.0007273856,0.002276078,-0.0002626831,0.1877566,-0.2885554,-9.560823,26.20846,26.20846,1000,1000,0,1,,,,
-0.0001951379,0.001233104,-0.0001895726,0.1832237,-0.2996373,-9.549714,26.20873,26.20873,1000,1000,0,1,,,,
-0.0006505715,0.001429146,-0.000110263,0.1899156,-0.2959894,-9.561425,26.20902,26.20902,1000,1000,0,1,,,,
-0.0001685201,0.000967223,-0.0004437288,0.1649316,-0.2880644,-9.576187,26.209,26.209,1000,1000,0,1,,,,
0.0001185753,0.001622084,-0.0004768411,0.1892787,-0.2821009,-9.569378,26.20887,26.20887,1000,1000,0,1,,,,
-0.0007831437,0.001333063,-0.0009301162,0.1930307,-0.2794822,-9.561232,26.20928,26.20928,1000,1000,0,1,,,,
-0.0003726966,0.0008004018,-0.0007699354,0.1777567,-0.263864,-9.556156,26.20969,26.20969,1000,1000,0,1,,,,
-0.0001787487,0.001012829,-0.0004351065,0.1677965,-0.276293,-9.545415,26.21001,26.21001,1000,1000,0,1,,,,
2.24E-05,0.000991449,-0.0006093205,0.1678723,-0.2817241,-9.543701,26.2104,26.2104,1000,1000,0,1,,,,
-0.000686196,0.0006807185,-0.0007014395,0.1764506,-0.2891842,-9.56332,26.21091,26.21091,1000,1000,0,1,,,,
-0.0004909906,0.0002137293,-0.0001524492,0.1807691,-0.2753613,-9.540112,26.2116,26.2116,1000,1000,0,1,,,,
-0.0001784814,0.0006558836,-0.001074415,0.1719441,-0.2966926,-9.544573,26.21237,26.21237,1000,1000,0,1,,,,
0.000174274,0.001991561,-0.0009476471,0.1608107,-0.2958422,-9.544787,26.21314,26.21314,1000,1000,0,1,,,,
-1.65E-05,0.001865812,-0.001049339,0.1487162,-0.2799586,-9.569542,26.21405,26.21405,1000,1000,0,1,,,,
-6.51E-05,0.001581123,-0.0006564096,0.169267,-0.2755749,-9.557526,26.21471,26.21471,1000,1000,0,1,,,,
0.0007214432,0.002214474,-0.000401182,0.1823505,-0.2787686,-9.568357,26.21509,26.21509,1000,1000,0,1,,,,
0.0007690922,0.0009624789,-0.0007033228,0.1751554,-0.2791688,-9.574248,26.21565,26.21565,1000,1000,0,1,,,,
6.09E-06,0.001734942,0.0001013761,0.1711127,-0.2936459,-9.572392,26.21623,26.21623,1000,1000,0,1,,,,
6.21E-05,0.001212022,-0.0003717672,0.1824263,-0.2949257,-9.540491,26.21713,26.21713,1000,1000,0,1,,,,
0.001112888,0.0003317367,-0.0001465557,0.1711718,-0.2926949,-9.562706,26.2178,26.2178,1000,1000,0,1,,,,
0.0003842988,0.0005171084,-0.0004147046,0.175797,-0.3000139,-9.577153,26.21864,26.21864,1000,1000,0,1,,,,
-0.000161764,0.001193128,-0.0002508339,0.184528,-0.2859263,-9.567247,26.21924,26.21924,1000,1000,0,1,,,,
-0.000363155,0.001218545,-0.0004765781,0.1715431,-0.2851198,-9.586227,26.21968,26.21968,1000,1000,0,1,,,,
-0.0001996601,0.001619354,-0.0009788274,0.1886992,-0.3043332,-9.567934,26.22007,26.22007,1000,1000,0,1,,,,
0.000533017,0.0004092248,1.04E-06,0.1758533,-0.2923589,-9.535057,26.2203,26.2203,1000,1000,0,1,,,,
-0.001024125,0.0008710775,-0.0005239305,0.1679658,-0.2919934,-9.538267,26.22051,26.22051,1000,1000,0,1,,,,
-0.000878336,0.001425838,-0.0010275,0.1764645,-0.2936401,-9.564275,26.22095,26.22095,1000,1000,0,1,,,,
-0.000919905,0.0007854204,-0.0007249801,0.1779245,-0.2762188,-9.532776,26.22127,26.22127,1000,1000,0,1,,,,
-0.0004019151,0.0008736464,-0.0004817965,0.1800917,-0.2697351,-9.542925,26.22106,26.22106,1000,1000,0,1,,,,
-0.001197277,0.0005909195,-0.0009893215,0.1738007,-0.2930185,-9.551579,26.22067,26.22067,1000,1000,0,1,,,,
-0.0007310764,0.001277458,-0.0006523783,0.1788841,-0.2811761,-9.540763,26.22045,26.22045,1000,1000,0,1,,,,
-0.001293505,0.001104675,-0.0005131747,0.1817692,-0.2892514,-9.534022,26.22034,26.22034,1000,1000,0,1,,,,
-0.0005775141,0.001392594,-0.0006091284,0.1620848,-0.2813988,-9.56807,26.2202,26.2202,1000,1000,0,1,,,,
-0.001179548,0.0006512342,-0.0002883189,0.1675601,-0.2802881,-9.569405,26.21996,26.21996,1000,1000,0,1,,,,
-0.0009010215,0.0006332432,-0.001004864,0.1738209,-0.2815749,-9.557518,26.22012,26.22012,1000,1000,0,1,,,,
-0.0004269679,0.001024211,-3.46E-05,0.1807592,-0.2692127,-9.564476,26.22005,26.22005,1000,1000,0,1,,,,
-0.0002726951,0.001413066,-0.0005608876,0.176675,-0.2914114,-9.59605,26.22007,26.22007,1000,1000,0,1,,,,
-0.001252284,0.0009965268,-0.0006949308,0.1855771,-0.2886425,-9.578966,26.22011,26.22011,1000,1000,0,1,,,,
2.91E-05,0.0009385834,-0.0001687378,0.1857758,-0.2759911,-9.557007,26.22005,26.22005,1000,1000,0,1,,,,
0.0007254312,0.001346131,-0.001060467,0.1789635,-0.3017478,-9.574409,26.22004,26.22004,1000,1000,0,1,,,,
-0.0003042633,0.001483671,-0.0002846143,0.2010227,-0.2755717,-9.554785,26.22004,26.22004,1000,1000,0,1,,,,
-2.16E-06,0.001613926,0.0001978794,0.1818664,-0.2830259,-9.581183,26.22008,26.22008,1000,1000,0,1,,,,
9.59E-05,0.001128424,-0.0002259382,0.1746423,-0.2778999,-9.554678,26.22006,26.22006,1000,1000,0,1,,,,
-9.77E-05,0.0008681032,-0.0003136107,0.1695711,-0.2926727,-9.584986,26.2201,26.2201,1000,1000,0,1,,,,
-0.0003626162,0.0006558397,0.000214875,0.1685929,-0.3048816,-9.542844,26.22011,26.22011,1000,1000,0,1,,,,
-0.0004276308,0.001631224,0.0003177119,0.171442,-0.2902668,-9.560373,26.21989,26.21989,1000,1000,0,1,,,,
-0.0006604173,0.001666337,-0.0007062183,0.1765918,-0.297662,-9.547399,26.21984,26.21984,1000,1000,0,1,,,,
-0.0004250758,0.0009372795,-0.001436892,0.1589976,-0.3032663,-9.55703,26.21979,26.21979,1000,1000,0,1,,,,
-0.0003952668,0.0007362637,-0.0007983645,0.1716444,-0.2901224,-9.562947,26.21974,26.21974,1000,1000,0,1,,,,
-0.0003466482,0.001094984,-0.0006580029,0.1829346,-0.2942342,-9.561543,26.21978,26.21978,1000,1000,0,1,,,,
-0.0001614208,0.001840849,-0.0009091318,0.184698,-0.2749162,-9.553441,26.21983,26.21983,1000,1000,0,1,,,,
-0.0003755631,0.00144218,-0.0004153798,0.1780688,-0.2761017,-9.535178,26.21984,26.21984,1000,1000,0,1,,,,
-0.0001776129,0.00135972,-0.0001683619,0.169191,-0.2829083,-9.54787,26.21979,26.21979,1000,1000,0,1,,,,
-0.0006447062,0.002042698,-0.001256428,0.1702935,-0.2848303,-9.565392,26.21974,26.21974,1000,1000,0,1,,,,
-0.0005692408,0.001311682,-0.0008874276,0.1821569,-0.2915692,-9.560757,26.21973,26.21973,1000,1000,0,1,,,,
-0.0005452469,0.001030118,-0.0003436049,0.1870505,-0.273362,-9.551217,26.21978,26.21978,1000,1000,0,1,,,,
-0.0002733467,0.0001500114,-0.0003493839,0.1795932,-0.2844751,-9.559844,26.21983,26.21983,1000,1000,1,1,,,,
-0.0001684431,0.0006665239,-0.0007860556,0.1910562,-0.2816558,-9.570459,26.21988,26.21988,1000,1000,1,1,,,,
-5.31E-05,0.0008423326,-0.0008206881,0.1927649,-0.2802137,-9.569736,26.21999,26.21999,1000,1000,1,1,,,,
0.0002463995,0.001732778,-0.0006138335,0.1866698,-0.2917769,-9.558595,26.22023,26.22023,1000,1000,1,1,,,,
0.0003786572,0.0006300402,-0.0007956851,0.1749232,-0.2991126,-9.550369,26.22077,26.22077,1000,1000,1,1,,,,
-0.0003332021,0.0005880581,-0.0006320679,0.17704,-0.2855534,-9.555377,26.22131,26.22131,1000,1000,1,1,,,,
3.66E-05,0.002065323,-0.0002003459,0.1961817,-0.286045,-9.548548,26.22175,26.22175,1000,1000,1,1,,,,
0.001055328,0.001831566,0.0001572143,0.1660525,-0.2900954,-9.538785,26.22223,26.22223,1000,1000,1,1,,,,
9.87E-05,0.0005765585,-1.73E-05,0.1687238,-0.2891156,-9.532717,26.22292,26.22292,1000,1000,1,1,,,,
-0.00014274,0.0007606854,-0.0005682707,0.1785685,-0.2962959,-9.573536,26.22341,26.22341,1000,1000,1,1,,,,
-0.0005025933,0.0004893251,-0.0002371327,0.1740746,-0.2873767,-9.554458,26.22401,26.22401,1000,1000,1,1,,,,
-5.38E-05,0.0009924955,-0.00014678,0.1737167,-0.285096,-9.554363,26.22473,26.22473,1000,1000,1,1,,,,
-0.0001533202,0.001142394,-0.0008905287,0.1735339,-0.2971322,-9.564605,26.22565,26.22565,1000,1000,1,1,,,,
0.0007536769,0.0008722019,-0.001534159,0.167041,-0.2781637,-9.565626,26.22668,26.22668,1000,1000,1,1,,,,
0.000572957,0.001700372,-0.001064934,0.1651158,-0.2772813,-9.541544,26.22762,26.22762,1000,1000,1,1,,,,
6.12E-05,0.001724779,-0.0006863599,0.176089,-0.28382,-9.541985,26.22837,26.22837,1000,1000,1,1,,,,
-0.0003401264,0.001445636,-0.0005190473,0.1763993,-0.2892529,-9.562868,26.22914,26.22914,1000,1000,1,1,,,,
-0.0006654197,0.001322101,-0.001169636,0.1862351,-0.2889959,-9.546959,26.23,26.23,1000,1000,1,1,,,,
-0.0004002965,0.001271576,-0.001092438,0.1709581,-0.278688,-9.538737,26.23072,26.23072,1000,1000,1,1,,,,
0.0004477915,0.0009218273,-0.0005188652,0.1702733,-0.2764041,-9.530949,26.2312,26.2312,1000,1000,1,1,,,,
-0.0002701421,0.001716978,-0.0009399366,0.1887895,-0.2860339,-9.562655,26.23189,26.23189,1000,1000,1,1,,,,
-0.0005328637,0.0007197728,-0.001234965,0.1779507,-0.2931572,-9.569843,26.23239,26.23239,1000,1000,1,1,,,,
-0.0005331986,0.001462353,-0.0005941938,0.1851039,-0.2960943,-9.555682,26.23268,26.23268,1000,1000,1,1,,,,
-0.0002794279,0.001622443,-0.0006333853,0.185531,-0.289615,-9.55674,26.23308,26.23308,1000,1000,1,1,,,,
-0.0009728502,0.00083246,-0.00115154,0.1807697,-0.2898496,-9.564524,26.23351,26.23351,1000,1000,1,1,,,,
-0.0004654681,0.0006195445,-0.001050243,0.1745923,-0.3022249,-9.548285,26.23389,26.23389,1000,1000,1,1,,,,
0.0001998218,0.001484843,-0.0002006446,0.1825379,-0.3034279,-9.540861,26.23402,26.23402,1000,1000,1,1,,,,
-0.0007171506,0.0005820235,-0.0006711634,0.154104,-0.2914241,-9.574086,26.23394,26.23394,1000,1000,1,1,,,,
6.15E-05,0.001211387,-0.0001576936,0.1711798,-0.3014107,-9.550577,26.23388,26.23388,1000,1000,1,1,,,,
-0.0002731284,0.0009705491,0.0004367434,0.1753935,-0.3027495,-9.55108,26.23403,26.23403,1000,1000,1,1,,,,
-0.001095342,0.001580186,-0.0003990816,0.18178,-0.289746,-9.572527,26.23393,26.23393,1000,1000,1,1,,,,
-0.001042635,0.001577095,9.04E-05,0.1650609,-0.2811237,-9.555043,26.23415,26.23415,1000,1000,1,1,,,,
-0.0007230219,0.000679955,0.0002071063,0.1752765,-0.2819855,-9.552919,26.23435,26.23435,1000,1000,1,1,,,,
-0.0002713856,0.0009304424,0.0001620466,0.1733473,-0.2787956,-9.558229,26.23458,26.23458,1000,1000,1,1,,,,
-0.0002347033,0.001102171,-0.0002946326,0.1621867,-0.2957042,-9.546838,26.23438,26.23438,1000,1000,1,1,,,,
-0.0008383066,0.001025477,-0.0007806593,0.1753224,-0.29017,-9.553697,26.23463,26.23463,1000,1000,1,1,,,,
-0.001201927,0.00097737,-0.0002984247,0.1823775,-0.2868178,-9.571301,26.23506,26.23506,1000,1000,1,1,,,,
-0.001309921,0.00101336,-0.0009050432,0.179403,-0.2737302,-9.529589,26.23544,26.23544,1000,1000,1,1,,,,
0.0003941405,0.001455814,-0.0005625249,0.1732223,-0.2943797,-9.561261,26.23594,26.23594,1000,1000,1,1,,,,
0.0005480483,0.001347642,-0.0007636215,0.1697051,-0.3002498,-9.55626,26.23656,26.23656,1000,1000,1,1,,,,
6.53E-05,0.0009204204,-0.001058189,0.1507719,-0.2763613,-9.559734,26.23731,26.23731,1000,1000,1,1,,,,
-9.30E-05,0.0009482993,-0.0009873923,0.1705055,-0.2725812,-9.55908,26.23833,26.23833,1000,1000,1,1,,,,
0.0002949587,0.001505097,-0.0006280735,0.1744586,-0.2849258,-9.546137,26.23912,26.23912,1000,1000,1,1,,,,
0.0004636896,0.001676001,-0.001003842,0.1701244,-0.2777516,-9.57375,26.23979,26.23979,1000,1000,1,1,,,,
0.001223673,0.001587977,-0.001204919,0.1840018,-0.2918049,-9.573917,26.24042,26.24042,1000,1000,1,1,,,,
0.001057765,0.001720454,-6.29E-05,0.1921774,-0.2829763,-9.54719,26.24113,26.24113,1000,1000,1,1,,,,
0.001137826,0.0008921184,-0.0003212141,0.1667059,-0.30008,-9.566311,26.24187,26.24187,1000,1000,1,0,,,,
0.001237713,0.0003903853,-0.000983414,0.1743754,-0.2951544,-9.53924,26.24258,26.24258,1000,1000,1,0,,,,
0.001447419,0.002410669,-0.0003016001,0.194087,-0.3001716,-9.554643,26.24358,26.24358,1000,1000,1,0,,,,
0.001129633,0.00120649,-0.0003262815,0.1924322,-0.2962267,-9.561499,26.24484,26.24484,1000,1000,1,0,,,,
0.0002360076,0.000389034,-0.0003272538,0.1783525,-0.2979188,-9.572748,26.24616,26.24616,1000,1000,1,0,,,,
0.0003438652,0.0007117318,3.38E-05,0.1951522,-0.2958421,-9.558445,26.2474,26.2474,1000,1000,1,0,,,,
0.0008732888,0.0002198332,-0.0003326189,0.1908426,-0.2930793,-9.561274,26.24878,26.24878,1000,1000,1,0,,,,
-8.22E-05,0.0009639243,1.90E-06,0.168501,-0.2880924,-9.547276,26.25014,26.25014,1000,1000,1,0,,,,
5.92E-05,0.0006148643,0.0003868191,0.1522435,-0.2962191,-9.554797,26.251,26.251,1000,1000,1,0,,,,
6.32E-05,0.000781451,-0.0002628056,0.1549375,-0.2821842,-9.562971,26.25171,26.25171,1000,1000,1,0,,,,
-0.001253458,0.0007103769,-0.0004921817,0.1582477,-0.2905547,-9.582804,26.25246,26.25246,1000,1000,1,0,,,,
-0.0006264016,0.0007484084,-0.0005292893,0.1723673,-0.2983876,-9.543404,26.25303,26.25303,1000,1000,1,0,,,,
-0.001012567,0.001434278,-0.001225824,0.1805826,-0.2925695,-9.568376,26.25352,26.25352,1000,1000,1,0,,,,
-0.001110404,0.001475093,-0.0008320988,0.165513,-0.2888198,-9.558644,26.25408,26.25408,1000,1000,1,0,,,,
-0.001205043,0.001878998,-0.0009069801,0.1722427,-0.3044244,-9.551317,26.25451,26.25451,1000,1000,1,0,,,,
-0.0005084741,0.001548605,-0.001084627,0.160253,-0.2779262,-9.54052,26.25484,26.25484,1000,1000,1,0,,,,
-0.001305017,0.001462738,-0.00102399,0.1683759,-0.2847061,-9.54805,26.25522,26.25522,1000,1000,1,0,,,,
-0.0008413448,0.001436002,-0.001611237,0.1868148,-0.3042254,-9.55216,26.25546,26.25546,1000,1000,1,0,,,,
-0.0009222587,0.001436257,-0.001075027,0.1665715,-0.2999403,-9.57802,26.25572,26.25572,1000,1000,1,0,,,,
-0.0002556263,0.0006708905,-0.0007735296,0.1923119,-0.295846,-9.545998,26.25587,26.25587,1000,1000,1,0,,,,
-6.91E-05,0.001691553,-0.0007014368,0.1863401,-0.2982065,-9.566088,26.25591,26.25591,1000,1000,1,0,,,,
-0.0008948317,0.0008892071,-0.0005764611,0.1867388,-0.285618,-9.555037,26.25586,26.25586,1000,1000,1,0,,,,
-0.0004812476,0.0007264151,-0.0001900818,0.1870619,-0.2989264,-9.542818,26.25582,26.25582,1000,1000,1,0,,,,
5.90E-05,0.001474146,-0.0001221509,0.1735336,-0.3122101,-9.529812,26.25584,26.25584,1000,1000,1,0,,,,
0.0003276765,0.001529115,8.40E-05,0.1859442,-0.3053657,-9.553965,26.25579,26.25579,1000,1000,1,0,,,,
-0.0003924022,0.0004011308,-0.0003120024,0.1893182,-0.2877488,-9.551054,26.25576,26.25576,1000,1000,1,0,,,,
-0.00081233,0.0004151175,-0.0001007772,0.1793566,-0.3132452,-9.543898,26.25581,26.25581,1000,1000,1,0,,,,
-0.0002877852,0.001010261,-4.73E-05,0.1769025,-0.3076951,-9.553869,26.25586,26.25586,1000,1000,1,0,,,,
-0.001350411,0.001957034,0.0003081639,0.1793656,-0.2992101,-9.559042,26.25591,26.25591,1000,1000,1,0,,,,
-0.0008693241,0.001526407,-0.000425616,0.1650153,-0.2919089,-9.556194,26.25595,26.25595,1000,1000,1,0,,,,
-0.0007154682,0.001335765,0.0006858438,0.1560464,-0.2871352,-9.566566,26.25586,26.25586,1000,1000,1,0,,,,
-0.0007943201,-7.25E-05,-0.0005567723,0.1662448,-0.2699398,-9.546755,26.25575,26.25575,1000,1000,1,0,,,,
-0.0006749745,0.0006481986,6.08E-05,0.1676187,-0.2922752,-9.521978,26.2558,26.2558,1000,1000,1,0,,,,
-0.0006067533,0.001771161,-0.0005594854,0.1777848,-0.2921343,-9.541172,26.25585,26.25585,1000,1000,1,0,,,,
-9.10E-05,0.000843373,-0.0008851821,0.1695449,-0.277307,-9.555072,26.2559,26.2559,1000,1000,1,0,,,,
-0.000766599,0.001418102,-0.0002208661,0.1763079,-0.282654,-9.560403,26.25595,26.25595,1000,1000,1,0,,,,
-0.0008709752,0.0008916176,-0.0001478092,0.1799909,-0.2870592,-9.561643,26.25599,26.25599,1000,1000,1,0,,,,
-0.0005659097,0.001214608,-0.0008394655,0.1742358,-0.2815433,-9.530556,26.25637,26.25637,1000,1000,1,0,,,,
4.29E-05,0.001572212,-0.001114769,0.2007212,-0.3036798,-9.556731,26.25721,26.25721,1000,1000,1,0,,,,
-0.0002920571,0.002084592,-0.001170307,0.190122,-0.2821677,-9.563183,26.25803,26.25803,1000,1000,1,0,,,,
-0.0002161249,0.001810081,-0.0008675312,0.1963513,-0.295441,-9.556873,26.25882,26.25882,1000,1000,1,0,,,,
0.0003925229,0.001161714,-0.001252856,0.172344,-0.2843947,-9.563107,26.25975,26.25975,1000,1000,1,0,,,,
2.18E-05,0.0008443153,-0.0006025837,0.1634228,-0.3070719,-9.544111,26.26039,26.26039,1000,1000,1,0,,,,
-0.0004939384,0.0006494134,-0.0001453833,0.1801046,-0.2957422,-9.544441,26.26114,26.26114,1000,1000,1,0,,,,
8.69E-05,0.001471504,-0.0003354658,0.1733109,-0.3058844,-9.558235,26.26173,26.26173,1000,1000,1,0,,,,
-0.001176057,0.001203126,-0.0009046747,0.159702,-0.297924,-9.540871,26.26242,26.26242,1000,1000,1,0,,,,
