'GyrX','GyrY','GyrZ','AccX','AccY','AccZ','T gyro','T acc','GHz','AHz','Health gyro','Health acc',,,,0
-0.0003114719,0.001718057,0.001066552,0.1512589,-0.2944097,-9.570488,23.57935,23.57935,1000,1000,1,1,,,,0
-0.000297541,0.001690284,0.000852935,0.169775,-0.2911709,-9.592798,23.5801,23.5801,1000,1000,1,1,,,,0
-0.0004148362,0.001432753,0.0008335616,0.145915,-0.267612,-9.560305,23.58089,23.58089,1000,1000,1,1,,,,0
-0.000104982,0.001447379,0.0002069248,0.1550667,-0.275279,-9.596025,23.58166,23.58166,1000,1000,1,1,,,,0
-0.001276262,0.001497434,0.001123912,0.1756016,-0.2824161,-9.625071,23.58258,23.58258,1000,1000,1,1,,,,0
-0.0005758571,0.0007638418,0.000757842,0.1707262,-0.2872948,-9.60532,23.58346,23.58346,1000,1000,1,1,,,,0
-0.001254908,0.002180544,-0.000233855,0.1732212,-0.2957842,-9.585127,23.58407,23.58407,1000,1000,1,1,,,,0
0.001184872,-0.001555744,0.0003786181,0.1920857,-0.2492121,-9.608139,23.58464,23.58464,1000,1000,1,1,,,,0
-0.001668382,0.001786306,-0.0006841397,0.2280488,-0.311441,-9.588699,23.58526,23.58526,1000,1000,1,1,,,,0
0.00249986,-0.0006977681,-0.0007802598,0.1779021,-0.2599545,-9.552882,23.58627,23.58627,1000,1000,1,1,,,,0
-0.001905376,0.001445217,-0.001173,0.2048713,-0.2489005,-9.616731,23.58724,23.58724,1000,1000,1,1,,,,0
0.001740792,-0.000256687,-0.0002128593,0.125336,-0.3394575,-9.56192,23.58808,23.58808,1000,1000,1,1,,,,0
3.94E-06,0.0003104587,-0.0008294639,0.2180991,-0.2419689,-9.605162,23.58876,23.58876,1000,1000,1,1,,,,0
0.0005792805,-9.40E-05,-9.71E-05,0.156776,-0.3531423,-9.57037,23.58947,23.58947,1000,1000,1,1,,,,0
0.000940272,-0.0004294173,-1.14E-05,0.1790794,-0.2719855,-9.622316,23.59026,23.59026,1000,1000,1,1,,,,0
8.19E-05,-0.0004720546,0.0002424421,0.1089157,-0.3268142,-9.586818,23.59066,23.59066,1000,1000,1,1,,,,0
0.0001704905,-0.001286335,0.000541382,0.1556404,-0.2783767,-9.600374,23.59092,23.59092,1000,1000,1,1,,,,0
-0.001593025,0.0005657799,0.0002456628,0.1495508,-0.3262145,-9.571012,23.59135,23.59135,1000,1000,1,1,,,,0
0.001817356,-0.0009839789,0.0006656679,0.1625177,-0.2832178,-9.554624,23.59201,23.59201,1000,1000,1,1,,,,0
-0.001770185,0.0009474849,0.001765415,0.167611,-0.2755502,-9.571796,23.5928,23.5928,1000,1000,1,1,,,,0
0.000623183,0.000854953,0.001443584,0.170828,-0.3238531,-9.564659,23.59355,23.59355,1000,1000,1,1,,,,0
-0.0003847627,0.002209236,0.001464959,0.1695982,-0.2577739,-9.585036,23.5944,23.5944,1000,1000,1,1,,,,0
0.0001645519,0.002054367,0.001464846,0.1770834,-0.2951222,-9.565689,23.59515,23.59515,1000,1000,1,1,,,,0
-0.0001484429,0.001583605,0.0007370178,0.195408,-0.2867693,-9.607059,23.59604,23.59604,1000,1000,1,1,,,,0
-0.0006746438,0.0009629908,0.0008918268,0.2012526,-0.2718983,-9.632787,23.59685,23.59685,1000,1000,1,1,,,,0
0.0002404831,-0.0006517022,0.000244634,0.1896044,-0.271156,-9.58956,23.59772,23.59772,1000,1000,1,1,,,,0
0.0002370561,-0.0002269642,3.25E-05,0.2006871,-0.2740906,-9.624041,23.59861,23.59861,1000,1000,1,1,,,,0
0.0003271968,0.0007984278,-0.0005327808,0.1793804,-0.2680841,-9.617517,23.59928,23.59928,1000,1000,1,1,,,,0
-0.0001120202,-0.0001340432,2.27E-06,0.2012535,-0.2710496,-9.608392,23.59988,23.59988,1000,1000,1,1,,,,0
-0.0001917631,-0.0003136598,-0.0007638655,0.191545,-0.2828751,-9.587177,23.60056,23.60056,1000,1000,1,1,,,,0
-0.0003959953,-7.26E-06,-0.0002050551,0.1714896,-0.2821639,-9.593105,23.60134,23.60134,1000,1000,1,1,,,,0
-0.0003050177,-0.0004107823,-0.0004144344,0.1682285,-0.2852591,-9.613581,23.60231,23.60231,1000,1000,1,1,,,,0
0.000699418,-0.0008011605,-0.0002789948,0.1596847,-0.3230616,-9.596852,23.60298,23.60298,1000,1000,1,1,,,,0
0.0001903118,-9.00E-05,0.0003431391,0.1442267,-0.323265,-9.581729,23.60353,23.60353,1000,1000,1,1,,,,0
-0.0005312996,-0.0003737636,0.0004907598,0.1571141,-0.3093248,-9.58985,23.6041,23.6041,1000,1000,1,1,,,,0
0.0006635612,-0.0006584349,0.0002926783,0.1545221,-0.3136232,-9.59407,23.60465,23.60465,1000,1000,1,1,,,,0
-0.0005035806,-0.0003434485,0.0004601525,0.1599009,-0.2904558,-9.567831,23.60525,23.60525,1000,1000,1,1,,,,0
-0.0005070911,0.0004325553,0.0003688306,0.155027,-0.3104181,-9.585648,23.60594,23.60594,1000,1000,1,1,,,,0
-0.0007068387,0.001540754,0.0008581789,0.1457152,-0.2816868,-9.574539,23.60688,23.60688,1000,1000,1,1,,,,0
0.0002461444,0.0007715871,0.001531522,0.1546137,-0.2972215,-9.57567,23.6081,23.6081,1000,1000,1,1,,,,0
-0.0004240448,0.001497084,0.001387188,0.1577539,-0.2916848,-9.540999,23.60957,23.60957,1000,1000,1,1,,,,0
-0.0005526778,0.001692885,0.001419487,0.1686945,-0.2963767,-9.565586,23.61108,23.61108,1000,1000,1,1,,,,0
-0.0007572991,0.001723412,0.0009080471,0.1902858,-0.2973951,-9.598299,23.61253,23.61253,1000,1000,1,1,,,,0
-0.0002799185,0.0009052137,0.0008466722,0.1889274,-0.299277,-9.60543,23.61378,23.61378,1000,1000,1,1,,,,0
-0.0006725545,0.0002332418,0.0006125364,0.1827453,-0.2710123,-9.616711,23.61489,23.61489,1000,1000,1,1,,,,0
-0.0003612826,0.0003818984,-0.0003297464,0.2062075,-0.2600783,-9.620394,23.61586,23.61586,1000,1000,1,1,,,,0
-0.0002875692,-0.0001180449,0.0007230106,0.2158952,-0.2508613,-9.600217,23.61686,23.61686,1000,1000,1,1,,,,0
-0.0006531453,-0.001001474,0.0002295825,0.1872981,-0.2751453,-9.57765,23.61777,23.61777,1000,1000,1,1,,,,0
-9.32E-05,-7.49E-05,-0.0008847593,0.178425,-0.2758281,-9.58328,23.61872,23.61872,1000,1000,1,1,,,,0
0.0002793032,-0.0008955599,-0.0006715819,0.1658672,-0.2627241,-9.558337,23.61971,23.61971,1000,1000,1,1,,,,0
0.0001053416,0.001853838,-0.000907928,0.2172561,-0.2961071,-9.590671,23.62106,23.62106,1000,1000,1,1,,,,0
0.001260161,-0.001403875,-0.001115373,0.08830832,-0.2525518,-9.536385,23.62238,23.62238,1000,1000,1,1,,,,0
-0.002015394,0.0007583671,-0.0008772964,0.1848797,-0.3540756,-9.587785,23.62379,23.62379,1000,1000,1,1,,,,0
0.001694278,-0.001052073,-0.0003979742,0.1079928,-0.3293085,-9.566488,23.62518,23.62518,1000,1000,1,1,,,,0
-0.002079999,-0.0006631862,0.000209992,0.176014,-0.2410329,-9.612795,23.62629,23.62629,1000,1000,1,1,,,,0
0.0007676205,0.002213976,-0.0008678187,0.1421579,-0.3810591,-9.539028,23.62739,23.62739,1000,1000,1,1,,,,0
0.001099659,-0.0003795651,0.0005439675,0.1391135,-0.2497112,-9.59865,23.62835,23.62835,1000,1000,1,1,,,,0
-0.0004290184,0.001458548,0.001910197,0.1445171,-0.3654747,-9.56274,23.62909,23.62909,1000,1000,1,1,,,,0
0.002228467,0.001480435,0.001490717,0.1913271,-0.2507278,-9.565747,23.62978,23.62978,1000,1000,1,1,,,,0
0.0002030489,0.001759412,0.00100951,0.1536205,-0.310756,-9.553451,23.63046,23.63046,1000,1000,1,1,,,,0
0.0009729146,0.0008306168,0.001501696,0.1945558,-0.2948326,-9.624147,23.63121,23.63121,1000,1000,1,1,,,,0
-0.00122424,0.00202752,0.002472359,0.1685851,-0.2882013,-9.620037,23.63182,23.63182,1000,1000,1,1,,,,0
0.001968986,0.000608211,0.001175335,0.1908903,-0.2881466,-9.61219,23.63232,23.63232,1000,1000,1,1,,,,0
-0.001031275,0.0007947013,0.0006832432,0.2115478,-0.2673295,-9.639692,23.63275,23.63275,1000,1000,1,1,,,,0
-0.0002379894,0.0006784777,0.0007407508,0.1857023,-0.3260927,-9.609388,23.63317,23.63317,1000,1000,1,1,,,,0
-0.0009752257,0.0003649833,0.0004628684,0.2149508,-0.2157293,-9.59868,23.63335,23.63335,1000,1000,1,1,,,,0
3.62E-05,9.95E-05,0.0003142897,0.1792177,-0.293184,-9.574274,23.63374,23.63374,1000,1000,1,1,,,,0
0.0002445771,0.0004774502,-9.67E-05,0.2106423,-0.2799585,-9.582185,23.63461,23.63461,1000,1000,1,1,,,,0
-3.41E-05,0.0007423162,-0.0005881729,0.1731966,-0.2496773,-9.568862,23.63597,23.63597,1000,1000,1,1,,,,0
0.00105165,-0.0008173129,-0.001579815,0.183458,-0.2700677,-9.609488,23.63754,23.63754,1000,1000,1,1,,,,0
0.001081806,0.0001140601,-0.001891183,0.1581071,-0.2833564,-9.580917,23.63885,23.63885,1000,1000,1,1,,,,0
0.0008382987,0.0004828479,-0.0007307847,0.1767355,-0.3069632,-9.595123,23.64008,23.64008,1000,1000,1,1,,,,0
-0.000460964,-9.30E-05,-0.0006129452,0.1542329,-0.2774563,-9.583324,23.64132,23.64132,1000,1000,1,1,,,,0
0.001887798,-0.0003722469,-0.0007580315,0.1563836,-0.2789809,-9.606493,23.64235,23.64235,1000,1000,1,1,,,,0
0.0001207819,0.000299814,-0.0004513959,0.1715778,-0.3349532,-9.587359,23.64319,23.64319,1000,1000,1,1,,,,0
0.0002889892,0.0003251783,0.0002286169,0.1699328,-0.3160155,-9.564414,23.64396,23.64396,1000,1000,1,1,,,,0
0.0002474266,0.0005955494,0.0004426442,0.1863859,-0.2815292,-9.586617,23.64464,23.64464,1000,1000,1,1,,,,0
0.0005991117,0.0006854132,0.0001291411,0.1395583,-0.2973839,-9.560902,23.6452,23.6452,1000,1000,1,1,,,,0
-0.0009515131,0.001377011,0.001354768,0.1685476,-0.2980421,-9.561424,23.64561,23.64561,1000,1000,1,1,,,,0
-0.001740666,0.001848505,0.001540077,0.1603124,-0.2856975,-9.564799,23.64587,23.64587,1000,1000,1,1,,,,0
-0.0004084905,0.001375888,0.001778636,0.1783646,-0.254721,-9.576392,23.64606,23.64606,1000,1000,1,1,,,,0
-0.0005594488,0.00127783,0.001308042,0.1681295,-0.3159133,-9.576451,23.64587,23.64587,1000,1000,1,1,,,,0
-0.001002015,0.001241473,0.001245142,0.1825826,-0.2877196,-9.618387,23.64602,23.64602,1000,1000,1,1,,,,0
-0.000365019,0.0009826941,0.0008743238,0.1803391,-0.2618667,-9.626972,23.64585,23.64585,1000,1000,1,1,,,,0
-4.54E-05,0.0003505874,0.0005302229,0.1784223,-0.2760212,-9.628084,23.64616,23.64616,1000,1000,1,1,,,,0
-0.0002893372,0.0002932386,-0.0005417478,0.1829834,-0.2905826,-9.606424,23.6469,23.6469,1000,1000,1,1,,,,0
0.0002536998,-0.0002163647,-7.88E-05,0.1866453,-0.2580035,-9.593957,23.64796,23.64796,1000,1000,1,1,,,,0
0.0001372487,3.12E-05,-0.00037727,0.187634,-0.2615262,-9.578263,23.64914,23.64914,1000,1000,1,1,,,,0
0.001025098,-0.0006021927,-0.0004211923,0.1863401,-0.288077,-9.583843,23.65043,23.65043,1000,1000,1,1,,,,0
0.0006067013,0.0003862488,-0.0009588635,0.1650969,-0.2926262,-9.537547,23.65153,23.65153,1000,1000,1,1,,,,0
0.0006773939,0.0005468619,-0.00076291,0.1638717,-0.2786261,-9.619806,23.65265,23.65265,1000,1000,1,1,,,,0
0.0008873977,0.0009526837,-0.0009367111,0.1558009,-0.2878032,-9.597589,23.65367,23.65367,1000,1000,1,1,,,,0
0.001716998,0.0001333082,-0.0006320049,0.1581601,-0.3196069,-9.593845,23.65443,23.65443,1000,1000,1,1,,,,0
-0.0006021301,9.23E-05,-0.001300965,0.1501809,-0.3038584,-9.582669,23.65529,23.65529,1000,1000,1,1,,,,0
-0.0002688663,0.0001908162,-0.0003569999,0.1598828,-0.293805,-9.612698,23.65643,23.65643,1000,1000,1,1,,,,0
0.0005280821,0.0007522937,-0.0003882814,0.1584177,-0.2927365,-9.60536,23.65759,23.65759,1000,1000,1,1,,,,0
0.000151302,0.0007537619,0.0008876551,0.1760973,-0.3257268,-9.599208,23.65876,23.65876,1000,1000,1,1,,,,0
-0.000641169,0.0003048011,0.000861981,0.1646191,-0.2917967,-9.587881,23.65997,23.65997,1000,1000,1,1,,,,0
-0.0003974546,0.0003805672,0.001177008,0.1698811,-0.2940174,-9.569433,23.66101,23.66101,1000,1000,1,1,,,,0
-0.0005592434,0.001221986,0.001075313,0.1682744,-0.3101687,-9.56609,23.66188,23.66188,1000,1000,1,1,,,,0
-0.0007912142,0.001777113,0.002252905,0.1855638,-0.3116403,-9.583232,23.6627,23.6627,1000,1000,1,1,,,,0
-0.0006528856,0.001617332,0.002004337,0.1841929,-0.2942305,-9.591788,23.66339,23.66339,1000,1000,1,1,,,,0
-0.0008444718,0.001344166,0.0005601729,0.1975102,-0.2874076,-9.58728,23.66395,23.66395,1000,1000,1,1,,,,0
-0.001060808,0.000532025,0.0003214099,0.1942029,-0.2805825,-9.599962,23.66464,23.66464,1000,1000,1,1,,,,0
-0.002054635,0.0002744449,0.0002993531,0.1774722,-0.2905502,-9.613637,23.66544,23.66544,1000,1000,1,1,,,,0
-0.0003049209,0.0009012009,-0.0008384303,0.1845623,-0.2401508,-9.604714,23.66599,23.66599,1000,1000,1,1,,,,0
0.0004896983,-5.72E-05,-0.0001339302,0.1684104,-0.2387423,-9.617176,23.66674,23.66674,1000,1000,1,1,,,,0
-0.0001115578,6.81E-06,-0.0001203985,0.175781,-0.2762216,-9.57222,23.66741,23.66741,1000,1000,1,1,,,,0
-0.0006441064,0.000520944,-0.0006409383,0.1648994,-0.2817818,-9.597159,23.66786,23.66786,1000,1000,1,1,,,,0
-0.0007457815,0.0009728266,-0.001024658,0.1718406,-0.2722661,-9.593018,23.66829,23.66829,1000,1000,1,1,,,,0
-0.0005031273,0.0009377659,-0.001139094,0.1622351,-0.2881526,-9.585426,23.66871,23.66871,1000,1000,1,1,,,,0
-3.25E-05,0.0005249213,-0.0005064728,0.1531127,-0.3242337,-9.569798,23.66935,23.66935,1000,1000,1,1,,,,0
-0.000801105,0.001071938,3.93E-05,0.1526267,-0.2944199,-9.5844,23.66999,23.66999,1000,1000,1,1,,,,0
0.0001673549,0.0006251087,0.0001466278,0.1719647,-0.2973246,-9.562736,23.67051,23.67051,1000,1000,1,1,,,,
-0.0001219937,0.001044832,-0.0001824493,0.155651,-0.3065267,-9.586035,23.6708,23.6708,1000,1000,1,1,,,,
-0.0005814365,0.000574218,0.000450205,0.1596807,-0.3074245,-9.557077,23.67138,23.67138,1000,1000,1,1,,,,
-0.0007637717,0.0001033724,0.0003206324,0.1746735,-0.2899103,-9.593473,23.67186,23.67186,1000,1000,1,1,,,,
-0.0005393638,-0.0001735386,0.001049282,0.1703296,-0.2976671,-9.591011,23.67224,23.67224,1000,1000,1,1,,,,
-0.0006307172,0.001333441,0.001174633,0.1816119,-0.3008305,-9.562259,23.67255,23.67255,1000,1000,1,1,,,,
-0.001608345,0.002201631,0.00083788,0.1820846,-0.2766853,-9.601136,23.67314,23.67314,1000,1000,1,1,,,,
-0.000515454,0.001171202,0.0009509844,0.1808177,-0.297972,-9.602869,23.67382,23.67382,1000,1000,1,1,,,,
-0.0004344496,0.0005032067,0.0007247769,0.1822947,-0.2901854,-9.612046,23.67436,23.67436,1000,1000,1,1,,,,
-0.001587486,0.0006804821,0.0008261906,0.1774669,-0.2764714,-9.598846,23.67492,23.67492,1000,1000,1,1,,,,
-0.001134529,0.001082875,0.0008291219,0.2011289,-0.2835227,-9.603865,23.6756,23.6756,1000,1000,1,1,,,,
-0.0004476641,0.000804551,0.0002540501,0.1855677,-0.2751913,-9.604486,23.67659,23.67659,1000,1000,1,1,,,,
-0.001320966,0.0002101245,-0.0001430784,0.1834806,-0.2796224,-9.601284,23.6777,23.6777,1000,1000,1,1,,,,
